datetime_beginning_utc,datetime_beginning_ept,area,ace_mw
5/31/2022 4:20:08 PM,5/31/2022 12:20:08 PM,PJM,-166.800000
5/31/2022 4:20:23 PM,5/31/2022 12:20:23 PM,PJM,-208.000000
5/31/2022 4:20:38 PM,5/31/2022 12:20:38 PM,PJM,-167.710000
5/31/2022 4:20:53 PM,5/31/2022 12:20:53 PM,PJM,-228.480000
5/31/2022 4:21:08 PM,5/31/2022 12:21:08 PM,PJM,-232.780000
5/31/2022 4:21:23 PM,5/31/2022 12:21:23 PM,PJM,-287.290000
5/31/2022 4:21:38 PM,5/31/2022 12:21:38 PM,PJM,-271.940000
5/31/2022 4:21:53 PM,5/31/2022 12:21:53 PM,PJM,-281.030000
5/31/2022 4:22:08 PM,5/31/2022 12:22:08 PM,PJM,-253.890000
5/31/2022 4:22:23 PM,5/31/2022 12:22:23 PM,PJM,-207.670000
5/31/2022 4:22:38 PM,5/31/2022 12:22:38 PM,PJM,-209.750000
5/31/2022 4:22:53 PM,5/31/2022 12:22:53 PM,PJM,-234.380000
5/31/2022 4:23:08 PM,5/31/2022 12:23:08 PM,PJM,-215.680000
5/31/2022 4:23:23 PM,5/31/2022 12:23:23 PM,PJM,-248.700000
5/31/2022 4:23:38 PM,5/31/2022 12:23:38 PM,PJM,-195.780000
5/31/2022 4:23:53 PM,5/31/2022 12:23:53 PM,PJM,-178.390000
5/31/2022 4:24:08 PM,5/31/2022 12:24:08 PM,PJM,-280.710000
5/31/2022 4:24:23 PM,5/31/2022 12:24:23 PM,PJM,-168.860000
5/31/2022 4:24:38 PM,5/31/2022 12:24:38 PM,PJM,-214.170000
5/31/2022 4:24:53 PM,5/31/2022 12:24:53 PM,PJM,-238.700000
5/31/2022 4:25:08 PM,5/31/2022 12:25:08 PM,PJM,-251.970000
5/31/2022 4:25:23 PM,5/31/2022 12:25:23 PM,PJM,-63.920000
5/31/2022 4:25:38 PM,5/31/2022 12:25:38 PM,PJM,-43.510000
5/31/2022 4:25:53 PM,5/31/2022 12:25:53 PM,PJM,-146.210000
5/31/2022 4:26:08 PM,5/31/2022 12:26:08 PM,PJM,-239.560000
5/31/2022 4:26:23 PM,5/31/2022 12:26:23 PM,PJM,-275.610000
5/31/2022 4:26:38 PM,5/31/2022 12:26:38 PM,PJM,-293.910000
5/31/2022 4:26:53 PM,5/31/2022 12:26:53 PM,PJM,-240.020000
5/31/2022 4:27:08 PM,5/31/2022 12:27:08 PM,PJM,-198.340000
5/31/2022 4:27:23 PM,5/31/2022 12:27:23 PM,PJM,-198.610000
5/31/2022 4:27:38 PM,5/31/2022 12:27:38 PM,PJM,-121.820000
5/31/2022 4:27:53 PM,5/31/2022 12:27:53 PM,PJM,-53.020000
5/31/2022 4:28:08 PM,5/31/2022 12:28:08 PM,PJM,-37.880000
5/31/2022 4:28:23 PM,5/31/2022 12:28:23 PM,PJM,-88.360000
5/31/2022 4:28:38 PM,5/31/2022 12:28:38 PM,PJM,-114.370000
5/31/2022 4:28:53 PM,5/31/2022 12:28:53 PM,PJM,-10.950000
5/31/2022 4:29:08 PM,5/31/2022 12:29:08 PM,PJM,72.200000
5/31/2022 4:29:23 PM,5/31/2022 12:29:23 PM,PJM,83.780000
5/31/2022 4:29:38 PM,5/31/2022 12:29:38 PM,PJM,-14.160000
5/31/2022 4:29:53 PM,5/31/2022 12:29:53 PM,PJM,-86.400000
5/31/2022 4:30:08 PM,5/31/2022 12:30:08 PM,PJM,57.330000
5/31/2022 4:30:23 PM,5/31/2022 12:30:23 PM,PJM,115.770000
5/31/2022 4:30:38 PM,5/31/2022 12:30:38 PM,PJM,99.610000
5/31/2022 4:30:53 PM,5/31/2022 12:30:53 PM,PJM,131.540000
5/31/2022 4:31:08 PM,5/31/2022 12:31:08 PM,PJM,47.520000
5/31/2022 4:31:23 PM,5/31/2022 12:31:23 PM,PJM,-41.820000
5/31/2022 4:31:38 PM,5/31/2022 12:31:38 PM,PJM,-124.680000
5/31/2022 4:31:53 PM,5/31/2022 12:31:53 PM,PJM,-148.420000
5/31/2022 4:32:08 PM,5/31/2022 12:32:08 PM,PJM,-73.490000
5/31/2022 4:32:23 PM,5/31/2022 12:32:23 PM,PJM,-110.830000
5/31/2022 4:32:38 PM,5/31/2022 12:32:38 PM,PJM,-107.400000
5/31/2022 4:32:53 PM,5/31/2022 12:32:53 PM,PJM,-208.610000
5/31/2022 4:33:08 PM,5/31/2022 12:33:08 PM,PJM,-323.290000
5/31/2022 4:33:23 PM,5/31/2022 12:33:23 PM,PJM,-370.750000
5/31/2022 4:33:38 PM,5/31/2022 12:33:38 PM,PJM,-492.600000
5/31/2022 4:33:53 PM,5/31/2022 12:33:53 PM,PJM,-547.780000
5/31/2022 4:34:08 PM,5/31/2022 12:34:08 PM,PJM,-584.670000
5/31/2022 4:34:23 PM,5/31/2022 12:34:23 PM,PJM,-583.820000
5/31/2022 4:34:38 PM,5/31/2022 12:34:38 PM,PJM,-583.820000
5/31/2022 4:34:53 PM,5/31/2022 12:34:53 PM,PJM,-609.620000
5/31/2022 4:35:08 PM,5/31/2022 12:35:08 PM,PJM,-609.620000
5/31/2022 4:35:23 PM,5/31/2022 12:35:23 PM,PJM,-609.620000
5/31/2022 4:35:38 PM,5/31/2022 12:35:38 PM,PJM,-609.620000
5/31/2022 4:35:53 PM,5/31/2022 12:35:53 PM,PJM,-609.620000
5/31/2022 4:36:08 PM,5/31/2022 12:36:08 PM,PJM,-594.860000
5/31/2022 4:36:23 PM,5/31/2022 12:36:23 PM,PJM,-652.770000
5/31/2022 4:36:38 PM,5/31/2022 12:36:38 PM,PJM,-681.140000
5/31/2022 4:36:53 PM,5/31/2022 12:36:53 PM,PJM,-703.650000
5/31/2022 4:37:08 PM,5/31/2022 12:37:08 PM,PJM,-686.790000
5/31/2022 4:37:23 PM,5/31/2022 12:37:23 PM,PJM,-708.970000
5/31/2022 4:37:38 PM,5/31/2022 12:37:38 PM,PJM,-689.580000
5/31/2022 4:37:53 PM,5/31/2022 12:37:53 PM,PJM,-628.840000
5/31/2022 4:38:08 PM,5/31/2022 12:38:08 PM,PJM,-639.260000
5/31/2022 4:38:23 PM,5/31/2022 12:38:23 PM,PJM,-651.620000
5/31/2022 4:38:38 PM,5/31/2022 12:38:38 PM,PJM,-590.500000
5/31/2022 4:38:53 PM,5/31/2022 12:38:53 PM,PJM,-574.490000
5/31/2022 4:39:08 PM,5/31/2022 12:39:08 PM,PJM,-716.140000
5/31/2022 4:39:23 PM,5/31/2022 12:39:23 PM,PJM,-738.600000
5/31/2022 4:39:38 PM,5/31/2022 12:39:38 PM,PJM,-799.890000
5/31/2022 4:39:53 PM,5/31/2022 12:39:53 PM,PJM,-676.990000
5/31/2022 4:40:08 PM,5/31/2022 12:40:08 PM,PJM,-601.620000
5/31/2022 4:40:23 PM,5/31/2022 12:40:23 PM,PJM,-334.540000
5/31/2022 4:40:38 PM,5/31/2022 12:40:38 PM,PJM,-262.660000
5/31/2022 4:40:53 PM,5/31/2022 12:40:53 PM,PJM,-140.930000
5/31/2022 4:41:08 PM,5/31/2022 12:41:08 PM,PJM,-173.060000
5/31/2022 4:41:23 PM,5/31/2022 12:41:23 PM,PJM,-52.050000
5/31/2022 4:41:38 PM,5/31/2022 12:41:38 PM,PJM,183.670000
5/31/2022 4:41:53 PM,5/31/2022 12:41:53 PM,PJM,293.950000
5/31/2022 4:42:08 PM,5/31/2022 12:42:08 PM,PJM,239.910000
5/31/2022 4:42:23 PM,5/31/2022 12:42:23 PM,PJM,220.300000
5/31/2022 4:42:38 PM,5/31/2022 12:42:38 PM,PJM,190.040000
5/31/2022 4:42:53 PM,5/31/2022 12:42:53 PM,PJM,218.180000
5/31/2022 4:43:08 PM,5/31/2022 12:43:08 PM,PJM,248.000000
5/31/2022 4:43:23 PM,5/31/2022 12:43:23 PM,PJM,243.500000
5/31/2022 4:43:38 PM,5/31/2022 12:43:38 PM,PJM,234.180000
5/31/2022 4:43:53 PM,5/31/2022 12:43:53 PM,PJM,190.880000
5/31/2022 4:44:08 PM,5/31/2022 12:44:08 PM,PJM,264.180000
5/31/2022 4:44:23 PM,5/31/2022 12:44:23 PM,PJM,314.450000
5/31/2022 4:44:38 PM,5/31/2022 12:44:38 PM,PJM,381.540000
5/31/2022 4:44:53 PM,5/31/2022 12:44:53 PM,PJM,392.570000
5/31/2022 4:45:08 PM,5/31/2022 12:45:08 PM,PJM,353.290000
5/31/2022 4:45:23 PM,5/31/2022 12:45:23 PM,PJM,283.080000
5/31/2022 4:45:38 PM,5/31/2022 12:45:38 PM,PJM,242.450000
5/31/2022 4:45:53 PM,5/31/2022 12:45:53 PM,PJM,225.650000
5/31/2022 4:46:08 PM,5/31/2022 12:46:08 PM,PJM,196.410000
5/31/2022 4:46:23 PM,5/31/2022 12:46:23 PM,PJM,198.420000
5/31/2022 4:46:38 PM,5/31/2022 12:46:38 PM,PJM,196.350000
5/31/2022 4:46:53 PM,5/31/2022 12:46:53 PM,PJM,258.160000
5/31/2022 4:47:08 PM,5/31/2022 12:47:08 PM,PJM,301.570000
5/31/2022 4:47:23 PM,5/31/2022 12:47:23 PM,PJM,333.410000
5/31/2022 4:47:38 PM,5/31/2022 12:47:38 PM,PJM,323.930000
5/31/2022 4:47:53 PM,5/31/2022 12:47:53 PM,PJM,325.810000
5/31/2022 4:48:08 PM,5/31/2022 12:48:08 PM,PJM,432.380000
5/31/2022 4:48:23 PM,5/31/2022 12:48:23 PM,PJM,473.030000
5/31/2022 4:48:38 PM,5/31/2022 12:48:38 PM,PJM,595.890000
5/31/2022 4:48:53 PM,5/31/2022 12:48:53 PM,PJM,640.770000
5/31/2022 4:49:08 PM,5/31/2022 12:49:08 PM,PJM,743.500000
5/31/2022 4:49:23 PM,5/31/2022 12:49:23 PM,PJM,789.980000
5/31/2022 4:49:38 PM,5/31/2022 12:49:38 PM,PJM,852.510000
5/31/2022 4:49:53 PM,5/31/2022 12:49:53 PM,PJM,846.130000
5/31/2022 4:50:08 PM,5/31/2022 12:50:08 PM,PJM,993.550000
5/31/2022 4:50:23 PM,5/31/2022 12:50:23 PM,PJM,1042.940000
5/31/2022 4:50:38 PM,5/31/2022 12:50:38 PM,PJM,1059.580000
5/31/2022 4:50:53 PM,5/31/2022 12:50:53 PM,PJM,1084.500000
5/31/2022 4:51:08 PM,5/31/2022 12:51:08 PM,PJM,1059.100000
5/31/2022 4:51:23 PM,5/31/2022 12:51:23 PM,PJM,1132.340000
5/31/2022 4:51:38 PM,5/31/2022 12:51:38 PM,PJM,1080.330000
5/31/2022 4:51:53 PM,5/31/2022 12:51:53 PM,PJM,1080.370000
5/31/2022 4:52:08 PM,5/31/2022 12:52:08 PM,PJM,1022.820000
5/31/2022 4:52:23 PM,5/31/2022 12:52:23 PM,PJM,1016.470000
5/31/2022 4:52:38 PM,5/31/2022 12:52:38 PM,PJM,1012.090000
5/31/2022 4:52:53 PM,5/31/2022 12:52:53 PM,PJM,984.500000
5/31/2022 4:53:08 PM,5/31/2022 12:53:08 PM,PJM,1040.170000
5/31/2022 4:53:23 PM,5/31/2022 12:53:23 PM,PJM,1005.490000
5/31/2022 4:53:38 PM,5/31/2022 12:53:38 PM,PJM,1010.920000
5/31/2022 4:53:53 PM,5/31/2022 12:53:53 PM,PJM,1007.630000
5/31/2022 4:54:08 PM,5/31/2022 12:54:08 PM,PJM,999.100000
5/31/2022 4:54:23 PM,5/31/2022 12:54:23 PM,PJM,997.370000
5/31/2022 4:54:38 PM,5/31/2022 12:54:38 PM,PJM,1073.660000
5/31/2022 4:54:53 PM,5/31/2022 12:54:53 PM,PJM,1158.320000
5/31/2022 4:55:08 PM,5/31/2022 12:55:08 PM,PJM,1223.540000
5/31/2022 4:55:23 PM,5/31/2022 12:55:23 PM,PJM,1256.880000
5/31/2022 4:55:38 PM,5/31/2022 12:55:38 PM,PJM,1233.550000
5/31/2022 4:55:53 PM,5/31/2022 12:55:53 PM,PJM,1289.980000
5/31/2022 4:56:08 PM,5/31/2022 12:56:08 PM,PJM,1348.140000
5/31/2022 4:56:23 PM,5/31/2022 12:56:23 PM,PJM,1353.180000
5/31/2022 4:56:38 PM,5/31/2022 12:56:38 PM,PJM,1294.570000
5/31/2022 4:56:53 PM,5/31/2022 12:56:53 PM,PJM,1257.440000
5/31/2022 4:57:08 PM,5/31/2022 12:57:08 PM,PJM,1189.010000
5/31/2022 4:57:23 PM,5/31/2022 12:57:23 PM,PJM,1115.920000
5/31/2022 4:57:38 PM,5/31/2022 12:57:38 PM,PJM,1154.100000
5/31/2022 4:57:53 PM,5/31/2022 12:57:53 PM,PJM,1133.520000
5/31/2022 4:58:08 PM,5/31/2022 12:58:08 PM,PJM,1115.280000
5/31/2022 4:58:23 PM,5/31/2022 12:58:23 PM,PJM,1122.810000
5/31/2022 4:58:38 PM,5/31/2022 12:58:38 PM,PJM,1129.170000
5/31/2022 4:58:53 PM,5/31/2022 12:58:53 PM,PJM,1108.540000
5/31/2022 4:59:08 PM,5/31/2022 12:59:08 PM,PJM,1034.630000
5/31/2022 4:59:23 PM,5/31/2022 12:59:23 PM,PJM,1029.180000
5/31/2022 4:59:38 PM,5/31/2022 12:59:38 PM,PJM,1107.680000
5/31/2022 4:59:53 PM,5/31/2022 12:59:53 PM,PJM,1146.190000
5/31/2022 5:00:08 PM,5/31/2022 1:00:08 PM,PJM,1160.020000
5/31/2022 5:00:23 PM,5/31/2022 1:00:23 PM,PJM,1243.290000
5/31/2022 5:00:38 PM,5/31/2022 1:00:38 PM,PJM,1286.120000
5/31/2022 5:00:53 PM,5/31/2022 1:00:53 PM,PJM,1249.410000
5/31/2022 5:01:08 PM,5/31/2022 1:01:08 PM,PJM,1243.750000
5/31/2022 5:01:23 PM,5/31/2022 1:01:23 PM,PJM,1214.380000
5/31/2022 5:01:38 PM,5/31/2022 1:01:38 PM,PJM,1239.630000
5/31/2022 5:01:53 PM,5/31/2022 1:01:53 PM,PJM,1173.600000
5/31/2022 5:02:08 PM,5/31/2022 1:02:08 PM,PJM,1080.210000
5/31/2022 5:02:23 PM,5/31/2022 1:02:23 PM,PJM,1198.380000
5/31/2022 5:02:38 PM,5/31/2022 1:02:38 PM,PJM,1302.020000
5/31/2022 5:02:53 PM,5/31/2022 1:02:53 PM,PJM,1374.160000
5/31/2022 5:03:08 PM,5/31/2022 1:03:08 PM,PJM,1354.620000
5/31/2022 5:03:23 PM,5/31/2022 1:03:23 PM,PJM,1361.210000
5/31/2022 5:03:38 PM,5/31/2022 1:03:38 PM,PJM,1316.280000
5/31/2022 5:03:53 PM,5/31/2022 1:03:53 PM,PJM,1341.510000
5/31/2022 5:04:08 PM,5/31/2022 1:04:08 PM,PJM,1357.230000
5/31/2022 5:04:23 PM,5/31/2022 1:04:23 PM,PJM,1329.180000
5/31/2022 5:04:38 PM,5/31/2022 1:04:38 PM,PJM,1293.260000
5/31/2022 5:04:53 PM,5/31/2022 1:04:53 PM,PJM,1336.910000
5/31/2022 5:05:08 PM,5/31/2022 1:05:08 PM,PJM,1281.400000
5/31/2022 5:05:23 PM,5/31/2022 1:05:23 PM,PJM,1262.620000
5/31/2022 5:05:38 PM,5/31/2022 1:05:38 PM,PJM,1235.500000
5/31/2022 5:05:53 PM,5/31/2022 1:05:53 PM,PJM,1130.180000
5/31/2022 5:06:08 PM,5/31/2022 1:06:08 PM,PJM,1076.250000
5/31/2022 5:06:23 PM,5/31/2022 1:06:23 PM,PJM,1058.490000
5/31/2022 5:06:38 PM,5/31/2022 1:06:38 PM,PJM,1002.760000
5/31/2022 5:06:53 PM,5/31/2022 1:06:53 PM,PJM,1058.400000
5/31/2022 5:07:08 PM,5/31/2022 1:07:08 PM,PJM,1085.030000
5/31/2022 5:07:23 PM,5/31/2022 1:07:23 PM,PJM,1042.800000
5/31/2022 5:07:38 PM,5/31/2022 1:07:38 PM,PJM,950.550000
5/31/2022 5:07:53 PM,5/31/2022 1:07:53 PM,PJM,930.690000
5/31/2022 5:08:08 PM,5/31/2022 1:08:08 PM,PJM,757.340000
5/31/2022 5:08:23 PM,5/31/2022 1:08:23 PM,PJM,710.240000
5/31/2022 5:08:38 PM,5/31/2022 1:08:38 PM,PJM,718.470000
5/31/2022 5:08:53 PM,5/31/2022 1:08:53 PM,PJM,583.960000
5/31/2022 5:09:08 PM,5/31/2022 1:09:08 PM,PJM,495.080000
5/31/2022 5:09:23 PM,5/31/2022 1:09:23 PM,PJM,460.230000
5/31/2022 5:09:38 PM,5/31/2022 1:09:38 PM,PJM,390.360000
5/31/2022 5:09:53 PM,5/31/2022 1:09:53 PM,PJM,322.660000
5/31/2022 5:10:08 PM,5/31/2022 1:10:08 PM,PJM,292.020000
5/31/2022 5:10:23 PM,5/31/2022 1:10:23 PM,PJM,223.890000
5/31/2022 5:10:38 PM,5/31/2022 1:10:38 PM,PJM,157.060000
5/31/2022 5:10:53 PM,5/31/2022 1:10:53 PM,PJM,193.800000
5/31/2022 5:11:08 PM,5/31/2022 1:11:08 PM,PJM,131.050000
5/31/2022 5:11:23 PM,5/31/2022 1:11:23 PM,PJM,101.000000
5/31/2022 5:11:38 PM,5/31/2022 1:11:38 PM,PJM,96.690000
5/31/2022 5:11:53 PM,5/31/2022 1:11:53 PM,PJM,70.380000
5/31/2022 5:12:08 PM,5/31/2022 1:12:08 PM,PJM,92.500000
5/31/2022 5:12:23 PM,5/31/2022 1:12:23 PM,PJM,95.960000
5/31/2022 5:12:38 PM,5/31/2022 1:12:38 PM,PJM,104.520000
5/31/2022 5:12:53 PM,5/31/2022 1:12:53 PM,PJM,60.120000
5/31/2022 5:13:08 PM,5/31/2022 1:13:08 PM,PJM,25.740000
5/31/2022 5:13:23 PM,5/31/2022 1:13:23 PM,PJM,-58.010000
5/31/2022 5:13:38 PM,5/31/2022 1:13:38 PM,PJM,-24.910000
5/31/2022 5:13:53 PM,5/31/2022 1:13:53 PM,PJM,-89.790000
5/31/2022 5:14:08 PM,5/31/2022 1:14:08 PM,PJM,-106.350000
5/31/2022 5:14:23 PM,5/31/2022 1:14:23 PM,PJM,-190.060000
5/31/2022 5:14:38 PM,5/31/2022 1:14:38 PM,PJM,-181.830000
5/31/2022 5:14:53 PM,5/31/2022 1:14:53 PM,PJM,-266.800000
5/31/2022 5:15:08 PM,5/31/2022 1:15:08 PM,PJM,-360.510000
5/31/2022 5:15:23 PM,5/31/2022 1:15:23 PM,PJM,-355.640000
5/31/2022 5:15:38 PM,5/31/2022 1:15:38 PM,PJM,-339.060000
5/31/2022 5:15:53 PM,5/31/2022 1:15:53 PM,PJM,-285.880000
5/31/2022 5:16:08 PM,5/31/2022 1:16:08 PM,PJM,-117.260000
5/31/2022 5:16:23 PM,5/31/2022 1:16:23 PM,PJM,-58.490000
5/31/2022 5:16:38 PM,5/31/2022 1:16:38 PM,PJM,-53.590000
5/31/2022 5:16:53 PM,5/31/2022 1:16:53 PM,PJM,-102.310000
5/31/2022 5:17:08 PM,5/31/2022 1:17:08 PM,PJM,-104.960000
5/31/2022 5:17:23 PM,5/31/2022 1:17:23 PM,PJM,-123.100000
5/31/2022 5:17:38 PM,5/31/2022 1:17:38 PM,PJM,38.000000
5/31/2022 5:17:53 PM,5/31/2022 1:17:53 PM,PJM,59.670000
5/31/2022 5:18:08 PM,5/31/2022 1:18:08 PM,PJM,27.000000
5/31/2022 5:18:23 PM,5/31/2022 1:18:23 PM,PJM,-32.920000
5/31/2022 5:18:38 PM,5/31/2022 1:18:38 PM,PJM,-2.590000
5/31/2022 5:18:53 PM,5/31/2022 1:18:53 PM,PJM,43.730000
5/31/2022 5:19:08 PM,5/31/2022 1:19:08 PM,PJM,8.770000
5/31/2022 5:19:23 PM,5/31/2022 1:19:23 PM,PJM,-25.880000
5/31/2022 5:19:38 PM,5/31/2022 1:19:38 PM,PJM,-52.190000
5/31/2022 5:19:53 PM,5/31/2022 1:19:53 PM,PJM,-26.010000
5/31/2022 5:20:08 PM,5/31/2022 1:20:08 PM,PJM,-3.130000
5/31/2022 5:20:23 PM,5/31/2022 1:20:23 PM,PJM,-56.560000
5/31/2022 5:20:38 PM,5/31/2022 1:20:38 PM,PJM,-35.990000
5/31/2022 5:20:53 PM,5/31/2022 1:20:53 PM,PJM,7.450000
5/31/2022 5:21:08 PM,5/31/2022 1:21:08 PM,PJM,-59.010000
5/31/2022 5:21:23 PM,5/31/2022 1:21:23 PM,PJM,-117.680000
5/31/2022 5:21:38 PM,5/31/2022 1:21:38 PM,PJM,-159.650000
5/31/2022 5:21:53 PM,5/31/2022 1:21:53 PM,PJM,-179.230000
5/31/2022 5:22:08 PM,5/31/2022 1:22:08 PM,PJM,-164.330000
5/31/2022 5:22:23 PM,5/31/2022 1:22:23 PM,PJM,-199.780000
5/31/2022 5:22:38 PM,5/31/2022 1:22:38 PM,PJM,-163.050000
5/31/2022 5:22:53 PM,5/31/2022 1:22:53 PM,PJM,-204.060000
5/31/2022 5:23:08 PM,5/31/2022 1:23:08 PM,PJM,-287.400000
5/31/2022 5:23:23 PM,5/31/2022 1:23:23 PM,PJM,-364.190000
5/31/2022 5:23:38 PM,5/31/2022 1:23:38 PM,PJM,-512.580000
5/31/2022 5:23:53 PM,5/31/2022 1:23:53 PM,PJM,-559.530000
5/31/2022 5:24:08 PM,5/31/2022 1:24:08 PM,PJM,-539.380000
5/31/2022 5:24:23 PM,5/31/2022 1:24:23 PM,PJM,-520.900000
5/31/2022 5:24:38 PM,5/31/2022 1:24:38 PM,PJM,-558.550000
5/31/2022 5:24:53 PM,5/31/2022 1:24:53 PM,PJM,-604.070000
5/31/2022 5:25:08 PM,5/31/2022 1:25:08 PM,PJM,-575.990000
5/31/2022 5:25:23 PM,5/31/2022 1:25:23 PM,PJM,-640.150000
5/31/2022 5:25:38 PM,5/31/2022 1:25:38 PM,PJM,-602.410000
5/31/2022 5:25:53 PM,5/31/2022 1:25:53 PM,PJM,-685.030000
5/31/2022 5:26:08 PM,5/31/2022 1:26:08 PM,PJM,-675.950000
5/31/2022 5:26:23 PM,5/31/2022 1:26:23 PM,PJM,-705.070000
5/31/2022 5:26:38 PM,5/31/2022 1:26:38 PM,PJM,-736.070000
5/31/2022 5:26:53 PM,5/31/2022 1:26:53 PM,PJM,-745.750000
5/31/2022 5:27:08 PM,5/31/2022 1:27:08 PM,PJM,-861.020000
5/31/2022 5:27:23 PM,5/31/2022 1:27:23 PM,PJM,-763.330000
5/31/2022 5:27:38 PM,5/31/2022 1:27:38 PM,PJM,-669.060000
5/31/2022 5:27:53 PM,5/31/2022 1:27:53 PM,PJM,-632.890000
5/31/2022 5:28:08 PM,5/31/2022 1:28:08 PM,PJM,-502.440000
5/31/2022 5:28:23 PM,5/31/2022 1:28:23 PM,PJM,-448.000000
5/31/2022 5:28:38 PM,5/31/2022 1:28:38 PM,PJM,-430.510000
5/31/2022 5:28:53 PM,5/31/2022 1:28:53 PM,PJM,-384.250000
5/31/2022 5:29:08 PM,5/31/2022 1:29:08 PM,PJM,-343.690000
5/31/2022 5:29:23 PM,5/31/2022 1:29:23 PM,PJM,-315.330000
5/31/2022 5:29:38 PM,5/31/2022 1:29:38 PM,PJM,-275.850000
5/31/2022 5:29:53 PM,5/31/2022 1:29:53 PM,PJM,-210.630000
5/31/2022 5:30:08 PM,5/31/2022 1:30:08 PM,PJM,-142.630000
5/31/2022 5:30:23 PM,5/31/2022 1:30:23 PM,PJM,-184.840000
5/31/2022 5:30:38 PM,5/31/2022 1:30:38 PM,PJM,-106.060000
5/31/2022 5:30:53 PM,5/31/2022 1:30:53 PM,PJM,-87.170000
5/31/2022 5:31:08 PM,5/31/2022 1:31:08 PM,PJM,3.300000
5/31/2022 5:31:23 PM,5/31/2022 1:31:23 PM,PJM,-43.990000
5/31/2022 5:31:38 PM,5/31/2022 1:31:38 PM,PJM,-133.080000
5/31/2022 5:31:53 PM,5/31/2022 1:31:53 PM,PJM,-261.560000
5/31/2022 5:32:08 PM,5/31/2022 1:32:08 PM,PJM,-224.660000
5/31/2022 5:32:23 PM,5/31/2022 1:32:23 PM,PJM,-246.730000
5/31/2022 5:32:38 PM,5/31/2022 1:32:38 PM,PJM,-186.040000
5/31/2022 5:32:53 PM,5/31/2022 1:32:53 PM,PJM,-222.680000
5/31/2022 5:33:08 PM,5/31/2022 1:33:08 PM,PJM,-240.020000
5/31/2022 5:33:23 PM,5/31/2022 1:33:23 PM,PJM,-181.850000
5/31/2022 5:33:38 PM,5/31/2022 1:33:38 PM,PJM,-140.340000
5/31/2022 5:33:53 PM,5/31/2022 1:33:53 PM,PJM,-134.890000
5/31/2022 5:34:08 PM,5/31/2022 1:34:08 PM,PJM,-95.320000
5/31/2022 5:34:23 PM,5/31/2022 1:34:23 PM,PJM,-115.450000
5/31/2022 5:34:38 PM,5/31/2022 1:34:38 PM,PJM,-89.280000
5/31/2022 5:34:53 PM,5/31/2022 1:34:53 PM,PJM,-68.770000
5/31/2022 5:35:08 PM,5/31/2022 1:35:08 PM,PJM,-113.970000
5/31/2022 5:35:23 PM,5/31/2022 1:35:23 PM,PJM,-85.340000
5/31/2022 5:35:38 PM,5/31/2022 1:35:38 PM,PJM,-64.100000
5/31/2022 5:35:53 PM,5/31/2022 1:35:53 PM,PJM,157.150000
5/31/2022 5:36:08 PM,5/31/2022 1:36:08 PM,PJM,200.810000
5/31/2022 5:36:23 PM,5/31/2022 1:36:23 PM,PJM,185.800000
5/31/2022 5:36:38 PM,5/31/2022 1:36:38 PM,PJM,162.010000
5/31/2022 5:36:53 PM,5/31/2022 1:36:53 PM,PJM,76.140000
5/31/2022 5:37:08 PM,5/31/2022 1:37:08 PM,PJM,124.300000
5/31/2022 5:37:23 PM,5/31/2022 1:37:23 PM,PJM,148.380000
5/31/2022 5:37:38 PM,5/31/2022 1:37:38 PM,PJM,55.990000
5/31/2022 5:37:53 PM,5/31/2022 1:37:53 PM,PJM,2.120000
5/31/2022 5:38:08 PM,5/31/2022 1:38:08 PM,PJM,76.620000
5/31/2022 5:38:23 PM,5/31/2022 1:38:23 PM,PJM,113.350000
5/31/2022 5:38:38 PM,5/31/2022 1:38:38 PM,PJM,98.190000
5/31/2022 5:38:53 PM,5/31/2022 1:38:53 PM,PJM,84.520000
5/31/2022 5:39:08 PM,5/31/2022 1:39:08 PM,PJM,121.920000
5/31/2022 5:39:23 PM,5/31/2022 1:39:23 PM,PJM,242.690000
5/31/2022 5:39:38 PM,5/31/2022 1:39:38 PM,PJM,280.680000
5/31/2022 5:39:53 PM,5/31/2022 1:39:53 PM,PJM,396.530000
5/31/2022 5:40:08 PM,5/31/2022 1:40:08 PM,PJM,322.770000
5/31/2022 5:40:23 PM,5/31/2022 1:40:23 PM,PJM,256.190000
5/31/2022 5:40:38 PM,5/31/2022 1:40:38 PM,PJM,223.040000
5/31/2022 5:40:53 PM,5/31/2022 1:40:53 PM,PJM,88.430000
5/31/2022 5:41:08 PM,5/31/2022 1:41:08 PM,PJM,69.470000
5/31/2022 5:41:23 PM,5/31/2022 1:41:23 PM,PJM,168.290000
5/31/2022 5:41:38 PM,5/31/2022 1:41:38 PM,PJM,150.350000
5/31/2022 5:41:53 PM,5/31/2022 1:41:53 PM,PJM,93.350000
5/31/2022 5:42:08 PM,5/31/2022 1:42:08 PM,PJM,48.600000
5/31/2022 5:42:23 PM,5/31/2022 1:42:23 PM,PJM,102.400000
5/31/2022 5:42:38 PM,5/31/2022 1:42:38 PM,PJM,153.610000
5/31/2022 5:42:53 PM,5/31/2022 1:42:53 PM,PJM,161.750000
5/31/2022 5:43:08 PM,5/31/2022 1:43:08 PM,PJM,137.040000
5/31/2022 5:43:23 PM,5/31/2022 1:43:23 PM,PJM,61.580000
5/31/2022 5:43:38 PM,5/31/2022 1:43:38 PM,PJM,40.130000
