datetime_beginning_utc,datetime_beginning_ept,area,instantaneous_load
5/31/2022 5:00:00 PM,5/31/2022 1:00:00 PM,APS,7298.100000
5/31/2022 4:55:00 PM,5/31/2022 12:55:00 PM,APS,7291.700000
5/31/2022 4:50:00 PM,5/31/2022 12:50:00 PM,APS,7255.400000
5/31/2022 4:45:00 PM,5/31/2022 12:45:00 PM,APS,7187.200000
5/31/2022 4:40:00 PM,5/31/2022 12:40:00 PM,APS,7154.400000
5/31/2022 4:35:00 PM,5/31/2022 12:35:00 PM,APS,7133.400000
5/31/2022 4:30:00 PM,5/31/2022 12:30:00 PM,APS,7027.300000
5/31/2022 4:25:00 PM,5/31/2022 12:25:00 PM,APS,6975.200000
5/31/2022 4:20:00 PM,5/31/2022 12:20:00 PM,APS,6928.900000
5/31/2022 4:15:00 PM,5/31/2022 12:15:00 PM,APS,6929.700000
5/31/2022 4:10:00 PM,5/31/2022 12:10:00 PM,APS,6932.900000
5/31/2022 4:05:00 PM,5/31/2022 12:05:00 PM,APS,6951.400000
5/31/2022 4:00:00 PM,5/31/2022 12:00:00 PM,APS,6953.200000
5/31/2022 3:55:00 PM,5/31/2022 11:55:00 AM,APS,6948.000000
5/31/2022 3:50:00 PM,5/31/2022 11:50:00 AM,APS,6968.500000
