time,agc,Pr,Prc
10.0,0.0,0.0,0.0
10.000277777777777,0.0,0.0,0.0
10.000555555555554,0.0,0.0,0.0
10.00083333333333,0.0,0.0,0.0
10.001111111111108,-0.0,0.0,0.0
10.001388888888885,-0.0,0.0,0.0
10.001666666666662,-0.0,0.0,0.0
10.001944444444439,-0.0,0.0,0.0
10.002222222222215,-0.0,0.0,0.0
10.002499999999992,-0.0,0.0,0.0
10.00277777777777,-0.0,0.0,0.0
10.003055555555546,-0.0,0.0,0.0
10.003333333333323,-0.0,0.0,0.0
10.0036111111111,-0.0,0.0,0.0
10.003888888888877,-0.0,0.0,0.0
10.004166666666654,-0.0,0.0,0.0
10.004444444444431,-0.0,0.0,0.0
10.004722222222208,-0.0,0.0,0.0
10.004999999999985,-0.0,0.0,0.0
10.005277777777762,-0.0,0.0,0.0
10.005555555555539,0.0029290613503876487,0.29290613503876484,0.2912898965647269
10.005833333333316,0.0029290613503876487,0.29290613503876484,0.2912898965647269
10.006111111111093,0.0029290613503876487,0.29290613503876484,0.2912898965647269
10.00638888888887,0.0029290613503876487,0.29290613503876484,0.2912898965647269
10.006666666666646,0.007055366520568177,0.7055038514010576,0.6719144850755968
10.006944444444423,0.007055366520568177,0.7055038514010576,0.6719144850755968
10.0072222222222,0.007055366520568177,0.7055038514010576,0.6719144850755968
10.007499999999977,0.007055366520568177,0.7055038514010576,0.6719144850755968
10.007777777777754,0.010745305904988338,1.0745305904988338,1.0579031883772907
10.008055555555531,0.010745305904988338,1.0745305904988338,1.0579031883772907
10.008333333333308,0.010745305904988338,1.0745305904988338,1.0579031883772907
10.008611111111085,0.010745305904988338,1.0745305904988338,1.0579031883772907
10.008888888888862,0.013809106203447875,1.3809106203447874,1.3627202225569204
10.009166666666639,0.013809106203447875,1.3809106203447874,1.3627202225569204
10.009444444444416,0.013809106203447875,1.3809106203447874,1.3627202225569204
10.009722222222193,0.013809106203447875,1.3809106203447874,1.3627202225569204
10.00999999999997,0.016177302687984847,1.6177302687984847,1.578848194029859
10.010277777777747,0.016177302687984847,1.6177302687984847,1.578848194029859
10.010555555555523,0.016177302687984847,1.6177302687984847,1.578848194029859
10.0108333333333,0.016177302687984847,1.6177302687984847,1.578848194029859
10.011111111111077,0.017822662051504526,1.7822662051504525,1.788273899486958
10.011388888888854,0.017822662051504526,1.7822662051504525,1.788273899486958
10.011666666666631,0.017822662051504526,1.7822662051504525,1.788273899486958
10.011944444444408,0.017822662051504526,1.7822662051504525,1.788273899486958
10.012222222222185,0.018727781393788875,1.8727781393788876,1.8798882421778726
10.012499999999962,0.018727781393788875,1.8727781393788876,1.8798882421778726
10.012777777777739,0.018727781393788875,1.8727781393788876,1.8798882421778726
10.013055555555516,0.018727781393788875,1.8727781393788876,1.8798882421778726
10.013333333333293,0.018949966143986523,1.8949966143986523,1.9392955379991275
10.01361111111107,0.018949966143986523,1.8949966143986523,1.9392955379991275
10.013888888888847,0.018949966143986523,1.8949966143986523,1.9392955379991275
10.014166666666624,0.018949966143986523,1.8949966143986523,1.9392955379991275
10.0144444444444,0.018501490932976906,1.8501490932976907,1.8792490914904498
10.014722222222177,0.018501490932976906,1.8501490932976907,1.8792490914904498
10.014999999999954,0.018501490932976906,1.8501490932976907,1.8792490914904498
10.015277777777731,0.018501490932976906,1.8501490932976907,1.8792490914904498
10.015555555555508,0.017460092859518935,1.7460092859518934,1.7667435370494193
10.015833333333285,0.017460092859518935,1.7460092859518934,1.7667435370494193
10.016111111111062,0.017460092859518935,1.7460092859518934,1.7667435370494193
10.016388888888839,0.017460092859518935,1.7460092859518934,1.7667435370494193
10.016666666666616,0.01585799103437527,1.5857991034375267,1.6138419628219791
10.016944444444393,0.01585799103437527,1.5857991034375267,1.6138419628219791
10.01722222222217,0.01585799103437527,1.5857991034375267,1.6138419628219791
10.017499999999947,0.01585799103437527,1.5857991034375267,1.6138419628219791
10.017777777777724,0.013754842150593437,1.3754842150593436,1.3963583012841332
10.0180555555555,0.013754842150593437,1.3754842150593436,1.3963583012841332
10.018333333333278,0.013754842150593437,1.3754842150593436,1.3963583012841332
10.018611111111055,0.013754842150593437,1.3754842150593436,1.3963583012841332
10.018888888888831,0.011217125700042178,1.1217125700042179,1.097033209770552
10.019166666666608,0.011217125700042178,1.1217125700042179,1.097033209770552
10.019444444444385,0.011217125700042178,1.1217125700042179,1.097033209770552
10.019722222222162,0.011217125700042178,1.1217125700042179,1.097033209770552
10.01999999999994,0.008313689509714048,0.8313689509714048,0.6715309680659993
10.020277777777716,0.008313689509714048,0.8313689509714048,0.6715309680659993
10.020555555555493,0.008313689509714048,0.8313689509714048,0.6715309680659993
10.02083333333327,0.008313689509714048,0.8313689509714048,0.6715309680659993
10.021111111111047,0.005124536995768116,0.5124536995768116,0.42254584391967104
10.021388888888824,0.005124536995768116,0.5124536995768116,0.42254584391967104
10.0216666666666,0.005124536995768116,0.5124536995768116,0.42254584391967104
10.021944444444378,0.005124536995768116,0.5124536995768116,0.42254584391967104
10.022222222222155,0.0016277350544813547,0.16127157955656696,0.14862594461651368
10.022499999999932,0.0016277350544813547,0.16127157955656696,0.14862594461651368
10.022777777777709,0.0016277350544813547,0.16127157955656696,0.14862594461651368
10.023055555555485,0.0016277350544813547,0.16127157955656696,0.14862594461651368
10.023333333333262,-0.0,0.0,-0.0077003800074385564
10.02361111111104,-0.0,0.0,-0.0077003800074385564
10.023888888888816,-0.0,0.0,-0.0077003800074385564
10.024166666666593,-0.0,0.0,-0.0077003800074385564
