Time [s],omega GENROU 1,omega GENROU 2,omega GENROU 3,omega GENROU 4,omega GENROU 5
1.020009999999997419e+01,1.000000433134415445e+00,9.999996494145154680e-01,9.999997766839526792e-01,9.999997671714888625e-01,9.999996915037437928e-01
1.023343333333330740e+01,1.000000436116685654e+00,9.999996546102212225e-01,9.999997816682514307e-01,9.999997730435079557e-01,9.999996996739568544e-01
1.026676666666664062e+01,1.000000439046225154e+00,9.999996595199825977e-01,9.999997865237011396e-01,9.999997788754877437e-01,9.999997083710608914e-01
1.030009999999997383e+01,1.000000441936699014e+00,9.999996641993583735e-01,9.999997912684496226e-01,9.999997846637217469e-01,9.999997174746620976e-01
1.033343333333330705e+01,1.000000444800089650e+00,9.999996687101773141e-01,9.999997959241508916e-01,9.999997904059693132e-01,9.999997268538493023e-01
1.036676666666664026e+01,1.000000447646336665e+00,9.999996731175463394e-01,9.999998005147976432e-01,9.999997961012193626e-01,9.999997363727693989e-01
1.040009999999997348e+01,1.000000450483141901e+00,9.999996774868774585e-01,9.999998050655013460e-01,9.999998017494248215e-01,9.999997458961040753e-01
1.043343333333330669e+01,1.000000453315920135e+00,9.999996818810551469e-01,9.999998096012719939e-01,9.999998073512248453e-01,9.999997552942391232e-01
1.046676666666663991e+01,1.000000456147868144e+00,9.999996863578544115e-01,9.999998141458503742e-01,9.999998129076703712e-01,9.999997644479373671e-01
1.050009999999997312e+01,1.000000458980123019e+00,9.999996909677052459e-01,9.999998187206406985e-01,9.999998184199684337e-01,9.999997732523610017e-01
1.053343333333330634e+01,1.000000461811980879e+00,9.999996957518778595e-01,9.999998233437860096e-01,9.999998238892567892e-01,9.999997816203177736e-01
1.056676666666663955e+01,1.000000464641145559e+00,9.999997007411439709e-01,9.999998280294210007e-01,9.999998293164182872e-01,9.999997894846472946e-01
1.060009999999997277e+01,1.000000467463986631e+00,9.999997059549448064e-01,9.999998327871283399e-01,9.999998347019406486e-01,9.999997967996986370e-01
1.063343333333330598e+01,1.000000470275784092e+00,9.999997114010743537e-01,9.999998376216134854e-01,9.999998400458254277e-01,9.999998035418904418e-01
1.066676666666663920e+01,1.000000473070949081e+00,9.999997170758641030e-01,9.999998425326046547e-01,9.999998453475444915e-01,9.999998097093799609e-01
1.070009999999997241e+01,1.000000475843212389e+00,9.999997229648357466e-01,9.999998475149725063e-01,9.999998506060414627e-01,9.999998153209020968e-01
1.073343333333330563e+01,1.000000478585780117e+00,9.999997290437689923e-01,9.999998525590558796e-01,9.999998558197725762e-01,9.999998204138667024e-01
1.076676666666663884e+01,1.000000481291458909e+00,9.999997352801183181e-01,9.999998576511709425e-01,9.999998609867788435e-01,9.999998250418291601e-01
1.080009999999997206e+01,1.000000483952758312e+00,9.999997416347007340e-01,9.999998627742737733e-01,9.999998661047810877e-01,9.999998292714648018e-01
1.083343333333330527e+01,1.000000486561979152e+00,9.999997480635699487e-01,9.999998679087409581e-01,9.999998711712891897e-01,9.999998331791920547e-01
1.086676666666663849e+01,1.000000489111299240e+00,9.999997545199887927e-01,9.999998730332302355e-01,9.999998761837155525e-01,9.999998368475953026e-01
1.090009999999997170e+01,1.000000491592863527e+00,9.999997609564127421e-01,9.999998781255793334e-01,9.999998811394844589e-01,9.999998403617962328e-01
1.093343333333330492e+01,1.000000493998890239e+00,9.999997673264018339e-01,9.999998831637032515e-01,9.999998860361308806e-01,9.999998438059195527e-01
1.096676666666663813e+01,1.000000496321794108e+00,9.999997735863863646e-01,9.999998881264513528e-01,9.999998908713814139e-01,9.999998472597849686e-01
1.100009999999997135e+01,1.000000498554332706e+00,9.999997796972212027e-01,9.999998929943895165e-01,9.999998956432150088e-01,9.999998507959435567e-01
1.103343333333330456e+01,1.000000500689769645e+00,9.999997856254774220e-01,9.999998977504767073e-01,9.999999003499001615e-01,9.999998544771562248e-01
1.106676666666663778e+01,1.000000502722053985e+00,9.999997913444322872e-01,9.999999023806135368e-01,9.999999049900085701e-01,9.999998583543902031e-01
1.110009999999997099e+01,1.000000504646004984e+00,9.999997968347356103e-01,9.999999068740440533e-01,9.999999095624076961e-01,9.999998624653843038e-01
1.113343333333330420e+01,1.000000506457490612e+00,9.999998020847422620e-01,9.999999112236023224e-01,9.999999140662332309e-01,9.999998668338109242e-01
1.116676666666663742e+01,1.000000508153591872e+00,9.999998070905181669e-01,9.999999154258002454e-01,9.999999185008475733e-01,9.999998714690361279e-01
1.120009999999997063e+01,1.000000509732734910e+00,9.999998118555377680e-01,9.999999194807615011e-01,9.999999228657879824e-01,9.999998763664569301e-01
1.123343333333330385e+01,1.000000511194784503e+00,9.999998163901028247e-01,9.999999233920118247e-01,9.999999271607094009e-01,9.999998815083734893e-01
1.126676666666663706e+01,1.000000512541084685e+00,9.999998207105237347e-01,9.999999271661419442e-01,9.999999313853282779e-01,9.999998868653340311e-01
1.130009999999997028e+01,1.000000513774442323e+00,9.999998248381096744e-01,9.999999308123642683e-01,9.999999355393707212e-01,9.999998923978768994e-01
1.133343333333330349e+01,1.000000514899046733e+00,9.999998287980189637e-01,9.999999343419868625e-01,9.999999396225301984e-01,9.999998980585805830e-01
1.136676666666663671e+01,1.000000515920327127e+00,9.999998326180256081e-01,9.999999377678315815e-01,9.999999436344372272e-01,9.999999037943263502e-01
1.140009999999996992e+01,1.000000516844751219e+00,9.999998363272548652e-01,9.999999411036230024e-01,9.999999475746427224e-01,9.999999095486739042e-01
1.143343333333330314e+01,1.000000517679571654e+00,9.999998399549413497e-01,9.999999443633749152e-01,9.999999514426171077e-01,9.999999152642512490e-01
1.146676666666663635e+01,1.000000518432531793e+00,9.999998435292571930e-01,9.999999475608002397e-01,9.999999552377631939e-01,9.999999208850636201e-01
1.150009999999996957e+01,1.000000519111544861e+00,9.999998470762526681e-01,9.999999507087669048e-01,9.999999589594423810e-01,9.999999263586361042e-01
1.153343333333330278e+01,1.000000519724362213e+00,9.999998506189445857e-01,9.999999538188193426e-01,9.999999626070110725e-01,9.999999316379123426e-01
1.156676666666663600e+01,1.000000520278246929e+00,9.999998541765798832e-01,9.999999569007819167e-01,9.999999661798653072e-01,9.999999366828482561e-01
1.160009999999996921e+01,1.000000520779670499e+00,9.999998577640921704e-01,9.999999599624551649e-01,9.999999696774887203e-01,9.999999414616518312e-01
1.163343333333330243e+01,1.000000521234047701e+00,9.999998613917615575e-01,9.999999630094127401e-01,9.999999730995007274e-01,9.999999459516386580e-01
1.166676666666663564e+01,1.000000521645524332e+00,9.999998650650787635e-01,9.999999660449008232e-01,9.999999764457017104e-01,9.999999501396875656e-01
1.170009999999996886e+01,1.000000522016826432e+00,9.999998687848070666e-01,9.999999690698392341e-01,9.999999797161106541e-01,9.999999540222989092e-01
1.173343333333330207e+01,1.000000522349182130e+00,9.999998725472264427e-01,9.999999720829171324e-01,9.999999829109935678e-01,9.999999576052718275e-01
1.176676666666663529e+01,1.000000522642316536e+00,9.999998763445414607e-01,9.999999750807759824e-01,9.999999860308798061e-01,9.999999609030323366e-01
1.180009999999996850e+01,1.000000522894521016e+00,9.999998801654256253e-01,9.999999780582654596e-01,9.999999890765658428e-01,9.999999639376555560e-01
1.183343333333330172e+01,1.000000523102791750e+00,9.999998839956744101e-01,9.999999810087599750e-01,9.999999920491050576e-01,9.999999667376359147e-01
1.186676666666663493e+01,1.000000523263029795e+00,9.999998878189338969e-01,9.999999839245180544e-01,9.999999949497848650e-01,9.999999693364659548e-01
1.190009999999996815e+01,1.000000523370291550e+00,9.999998916174740460e-01,9.999999867970694734e-01,9.999999977800924089e-01,9.999999717710885694e-01
1.193343333333330136e+01,1.000000523370291550e+00,9.999998953729726248e-01,9.999999896176117176e-01,1.000000000541669820e+00,9.999999740802913983e-01
1.196676666666663458e+01,1.000000523370291550e+00,9.999998990669827226e-01,9.999999923771585308e-01,1.000000003236046542e+00,9.999999763029543409e-01
1.200009999999996779e+01,1.000000523370291550e+00,9.999999026821234649e-01,9.999999950672735505e-01,1.000000005864909669e+00,9.999999784767416022e-01
1.203343333333330101e+01,1.000000523213121939e+00,9.999999062033816388e-01,9.999999976809810232e-01,1.000000008491226833e+00,9.999999806371516753e-01
1.206676666666663422e+01,1.000000522974892947e+00,9.999999096178000535e-01,1.000000000212408313e+00,1.000000011095805386e+00,9.999999828158651072e-01
1.210009999999996744e+01,1.000000522650775103e+00,9.999999129156088573e-01,1.000000002657720044e+00,1.000000013737458504e+00,9.999999850404415191e-01
1.213343333333330065e+01,1.000000522239252732e+00,9.999999160898869199e-01,1.000000005014644033e+00,1.000000016391703328e+00,9.999999873329693534e-01
1.216676666666663387e+01,1.000000521743348747e+00,9.999999191368454943e-01,1.000000007282688008e+00,1.000000019049077649e+00,9.999999897097929802e-01
1.220009999999996708e+01,1.000000521167796030e+00,9.999999220562774127e-01,1.000000009463346107e+00,1.000000021698380648e+00,9.999999921811633108e-01
1.223343333333330030e+01,1.000000520518023794e+00,9.999999248515867301e-01,1.000000011560135738e+00,1.000000024326582748e+00,9.999999947512812071e-01
1.226676666666663351e+01,1.000000519800097853e+00,9.999999275292466017e-01,1.000000013578215885e+00,1.000000026919925178e+00,9.999999974183256812e-01
1.230009999999996673e+01,1.000000519020768808e+00,9.999999300982861383e-01,1.000000015524026065e+00,1.000000029464624074e+00,1.000000000174789072e+00
1.233343333333329994e+01,1.000000518187207144e+00,9.999999325698547548e-01,1.000000017404958585e+00,1.000000031947488655e+00,1.000000003008056693e+00
1.236676666666663316e+01,1.000000517306565362e+00,9.999999349567634255e-01,1.000000019229035031e+00,1.000000034356520517e+00,1.000000005901172218e+00
1.240009999999996637e+01,1.000000516385594951e+00,9.999999372729345692e-01,1.000000021004570749e+00,1.000000036681452542e+00,1.000000008833739740e+00
1.243343333333329959e+01,1.000000515430388148e+00,9.999999395327918705e-01,1.000000022739832239e+00,1.000000038914175438e+00,1.000000011782919973e+00
1.246676666666663280e+01,1.000000514446201194e+00,9.999999417506559851e-01,1.000000024442708302e+00,1.000000041049030175e+00,1.000000014724476083e+00
1.250009999999996602e+01,1.000000513437319993e+00,9.999999439401898726e-01,1.000000026120414720e+00,1.000000043082967194e+00,1.000000017633825289e+00
1.253343333333329923e+01,1.000000512406967079e+00,9.999999461139036372e-01,1.000000027779244682e+00,1.000000045015583483e+00,1.000000020487051611e+00
1.256676666666663245e+01,1.000000511357269417e+00,9.999999482827228725e-01,1.000000029424370940e+00,1.000000046849044644e+00,1.000000023261842230e+00
1.260009999999996566e+01,1.000000510289292155e+00,9.999999504556329466e-01,1.000000031059705252e+00,1.000000048587897705e+00,1.000000025938311277e+00
1.263343333333329888e+01,1.000000509203125221e+00,9.999999526394147686e-01,1.000000032687816232e+00,1.000000050238788241e+00,1.000000028499685500e+00
1.266676666666663209e+01,1.000000508098009444e+00,9.999999548384845838e-01,1.000000034309906471e+00,1.000000051810096213e+00,1.000000030932831629e+00
1.270009999999996531e+01,1.000000506972488878e+00,9.999999570548381289e-01,1.000000035925849406e+00,1.000000053311512316e+00,1.000000033228610530e+00
1.273343333333329852e+01,1.000000505824579555e+00,9.999999592880961519e-01,1.000000037534279684e+00,1.000000054753578338e+00,1.000000035382054842e+00
1.276676666666663174e+01,1.000000504651947342e+00,9.999999615356441884e-01,1.000000039132731500e+00,1.000000056147210215e+00,1.000000037392371199e+00
1.280009999999996495e+01,1.000000503452082246e+00,9.999999637928567164e-01,1.000000040717816674e+00,1.000000057503228401e+00,1.000000039262777030e+00
1.283343333333329817e+01,1.000000502222460952e+00,9.999999660533948065e-01,1.000000042285433155e+00,1.000000058831913785e+00,1.000000041000185691e+00
1.286676666666663138e+01,1.000000500960690264e+00,9.999999683095613934e-01,1.000000043830991947e+00,1.000000060142607783e+00,1.000000042614761941e+00
1.290009999999996460e+01,1.000000499664625897e+00,9.999999705526960714e-01,1.000000045349654032e+00,1.000000061443371946e+00,1.000000044119371934e+00
1.293343333333329781e+01,1.000000498332465071e+00,9.999999727735926491e-01,1.000000046836565737e+00,1.000000062740718620e+00,1.000000045528953940e+00
1.296676666666663102e+01,1.000000496962810681e+00,9.999999749629191470e-01,1.000000048287081666e+00,1.000000064039422432e+00,1.000000046859840452e+00
1.300009999999996424e+01,1.000000495554708158e+00,9.999999771116239167e-01,1.000000049696968096e+00,1.000000065342414368e+00,1.000000048129060515e+00
1.303343333333329745e+01,1.000000494107655680e+00,9.999999792113117847e-01,1.000000051062576611e+00,1.000000066650762021e+00,1.000000049353650722e+00
1.306676666666663067e+01,1.000000492621592851e+00,9.999999812545743438e-01,1.000000052380983773e+00,1.000000067963729755e+00,1.000000050550002628e+00
1.310009999999996388e+01,1.000000491096871169e+00,9.999999832352645113e-01,1.000000053650092369e+00,1.000000069278914605e+00,1.000000051733269446e+00
1.313343333333329710e+01,1.000000489534209169e+00,9.999999851487046953e-01,1.000000054868690924e+00,1.000000070592447221e+00,1.000000052916852455e+00
1.316676666666663031e+01,1.000000487934639803e+00,9.999999869918240192e-01,1.000000056036471463e+00,1.000000071899246334e+00,1.000000054111984449e+00
1.320009999999996353e+01,1.000000486299451818e+00,9.999999887632216033e-01,1.000000057154008415e+00,1.000000073193314076e+00,1.000000055327420201e+00
1.323343333333329674e+01,1.000000484630129582e+00,9.999999904631571290e-01,1.000000058222699106e+00,1.000000074468055056e+00,1.000000056569240625e+00
1.326676666666662996e+01,1.000000482928295353e+00,9.999999920934725672e-01,1.000000059244673167e+00,1.000000075716608094e+00,1.000000057840773726e+00
1.330009999999996317e+01,1.000000481195655766e+00,9.999999936574516246e-01,1.000000060222674625e+00,1.000000076932171744e+00,1.000000059142627240e+00
1.333343333333329639e+01,1.000000479433954981e+00,9.999999951596260095e-01,1.000000061159925124e+00,1.000000078108313151e+00,1.000000060472828300e+00
1.336676666666662960e+01,1.000000477644933605e+00,9.999999966055395095e-01,1.000000062059974049e+00,1.000000079239245832e+00,1.000000061827055697e+00
1.340009999999996282e+01,1.000000475830296276e+00,9.999999980014817602e-01,1.000000062926543976e+00,1.000000080320067708e+00,1.000000063198954514e+00
1.343343333333329603e+01,1.000000473991685457e+00,9.999999993542045829e-01,1.000000063763377911e+00,1.000000081346948955e+00,1.000000064580512715e+00
1.346676666666662925e+01,1.000000472130662121e+00,1.000000000670633993e+00,1.000000064574094960e+00,1.000000082317266559e+00,1.000000065962484808e+00
1.350009999999996246e+01,1.000000470248690876e+00,1.000000001957590534e+00,1.000000065362061097e+00,1.000000083229679815e+00,1.000000067334840814e+00
1.353343333333329568e+01,1.000000468347129967e+00,1.000000003221527933e+00,1.000000066130278809e+00,1.000000084084149421e+00,1.000000068687223020e+00
1.356676666666662889e+01,1.000000466427224177e+00,1.000000004468302617e+00,1.000000066881300054e+00,1.000000084881898843e+00,1.000000070009392061e+00
1.360009999999996211e+01,1.000000464490099716e+00,1.000000005702979644e+00,1.000000067617164756e+00,1.000000085625324164e+00,1.000000071291643478e+00
1.363343333333329532e+01,1.000000462536697388e+00,1.000000006929682828e+00,1.000000068339365722e+00,1.000000086317859083e+00,1.000000072525182970e+00
1.366676666666662854e+01,1.000000460567964655e+00,1.000000008151493036e+00,1.000000069048839535e+00,1.000000086963801271e+00,1.000000073702444592e+00
1.370009999999996175e+01,1.000000458584595631e+00,1.000000009370394238e+00,1.000000069745982989e+00,1.000000087568110319e+00,1.000000074817344098e+00
1.373343333333329497e+01,1.000000456587287312e+00,1.000000010587271504e+00,1.000000070430691945e+00,1.000000088136188348e+00,1.000000075865460802e+00
1.376676666666662818e+01,1.000000454576546183e+00,1.000000011801952304e+00,1.000000071102419730e+00,1.000000088673650867e+00,1.000000076844143493e+00
1.380009999999996140e+01,1.000000452552751939e+00,1.000000013013292444e+00,1.000000071760251075e+00,1.000000089186097174e+00,1.000000077752541072e+00
1.383343333333329461e+01,1.000000450516162598e+00,1.000000014219295741e+00,1.000000072402985829e+00,1.000000089678900306e+00,1.000000078591560149e+00
1.386676666666662783e+01,1.000000448466923153e+00,1.000000015417264576e+00,1.000000073029231995e+00,1.000000090156999422e+00,1.000000079363756234e+00
1.390009999999996104e+01,1.000000446405072685e+00,1.000000016603967090e+00,1.000000073637494546e+00,1.000000090624746818e+00,1.000000080073160769e+00
1.393343333333329426e+01,1.000000444330563676e+00,1.000000017775822370e+00,1.000000074226269575e+00,1.000000091085754717e+00,1.000000080725065743e+00
1.396676666666662747e+01,1.000000442243276666e+00,1.000000018929084522e+00,1.000000074794123561e+00,1.000000091542809555e+00,1.000000081325761681e+00
1.400009999999996069e+01,1.000000440143043345e+00,1.000000020060026751e+00,1.000000075339771533e+00,1.000000091997801377e+00,1.000000081882256087e+00
1.403343333333329390e+01,1.000000438029670091e+00,1.000000021165111219e+00,1.000000075862135906e+00,1.000000092451707179e+00,1.000000082401974133e+00
1.406676666666662712e+01,1.000000435902963503e+00,1.000000022241142261e+00,1.000000076360396895e+00,1.000000092904609117e+00,1.000000082892459563e+00
1.410009999999996033e+01,1.000000433762756380e+00,1.000000023285395390e+00,1.000000076834022922e+00,1.000000093355750685e+00,1.000000083361086034e+00
1.413343333333329355e+01,1.000000431608933482e+00,1.000000024295718770e+00,1.000000077282788391e+00,1.000000093803625090e+00,1.000000083814789775e+00
1.416676666666662676e+01,1.000000429441455507e+00,1.000000025270604942e+00,1.000000077706774793e+00,1.000000094246090487e+00,1.000000084259833999e+00
1.420009999999995998e+01,1.000000427260380187e+00,1.000000026209231008e+00,1.000000078106359380e+00,1.000000094680506990e+00,1.000000084701611502e+00
1.423343333333329319e+01,1.000000425065879162e+00,1.000000027111467737e+00,1.000000078482190524e+00,1.000000095103887210e+00,1.000000085144492790e+00
1.426676666666662641e+01,1.000000422858249971e+00,1.000000027977859141e+00,1.000000078835153294e+00,1.000000095513054355e+00,1.000000085591721932e+00
1.430009999999995962e+01,1.000000420637922272e+00,1.000000028809574726e+00,1.000000079166327271e+00,1.000000095904800768e+00,1.000000086045363723e+00
1.433343333333329284e+01,1.000000418405457836e+00,1.000000029608338004e+00,1.000000079476938364e+00,1.000000096276040695e+00,1.000000086506298569e+00
1.436676666666662605e+01,1.000000416161543670e+00,1.000000030376337223e+00,1.000000079768309291e+00,1.000000096623949730e+00,1.000000086974266900e+00
1.440009999999995927e+01,1.000000413906979801e+00,1.000000031116120125e+00,1.000000080041807848e+00,1.000000096946087380e+00,1.000000087447954433e+00
1.443343333333329248e+01,1.000000411642661291e+00,1.000000031830481140e+00,1.000000080298799388e+00,1.000000097240497654e+00,1.000000087925116743e+00
1.446676666666662570e+01,1.000000409369555143e+00,1.000000032522344373e+00,1.000000080540601299e+00,1.000000097505783003e+00,1.000000088402732690e+00
1.450009999999995891e+01,1.000000407088674770e+00,1.000000033194648141e+00,1.000000080768444377e+00,1.000000097741153171e+00,1.000000088877182058e+00
1.453343333333329213e+01,1.000000404801051568e+00,1.000000033850235059e+00,1.000000080983441508e+00,1.000000097946444289e+00,1.000000089344436294e+00
1.456676666666662534e+01,1.000000402507705610e+00,1.000000034491753453e+00,1.000000081186562140e+00,1.000000098122111103e+00,1.000000089800256342e+00
1.460009999999995856e+01,1.000000400209618112e+00,1.000000035121571651e+00,1.000000081378616956e+00,1.000000098269193449e+00,1.000000090240387829e+00
1.463343333333329177e+01,1.000000397907705230e+00,1.000000035741708704e+00,1.000000081560249221e+00,1.000000098389259406e+00,1.000000090660746466e+00
1.466676666666662499e+01,1.000000395602795189e+00,1.000000036353784649e+00,1.000000081731935220e+00,1.000000098389259406e+00,1.000000091057586804e+00
1.470009999999995820e+01,1.000000393295138235e+00,1.000000036958681671e+00,1.000000081893676729e+00,1.000000098389259406e+00,1.000000091427310611e+00
1.473343333333329142e+01,1.000000390982646259e+00,1.000000037555390131e+00,1.000000082043839278e+00,1.000000098061282650e+00,1.000000091765328669e+00
1.476676666666662463e+01,1.000000388665790219e+00,1.000000038144160497e+00,1.000000082182313177e+00,1.000000098061282650e+00,1.000000092069585955e+00
1.480009999999995784e+01,1.000000386339509495e+00,1.000000038721194695e+00,1.000000082305161353e+00,1.000000097733542814e+00,1.000000092334798252e+00
1.483343333333329106e+01,1.000000384004190224e+00,1.000000039285833253e+00,1.000000082411905966e+00,1.000000097420124190e+00,1.000000092560344944e+00
1.486676666666662427e+01,1.000000381658033621e+00,1.000000039835498011e+00,1.000000082411905966e+00,1.000000097420124190e+00,1.000000092744670388e+00
1.490009999999995749e+01,1.000000379298658038e+00,1.000000040366939791e+00,1.000000082411905966e+00,1.000000097168215252e+00,1.000000092886775382e+00
1.493343333333329070e+01,1.000000376926788892e+00,1.000000040878659568e+00,1.000000082411905966e+00,1.000000096951975559e+00,1.000000092988572842e+00
1.496676666666662392e+01,1.000000374541900827e+00,1.000000041368205972e+00,1.000000082411905966e+00,1.000000097159640333e+00,1.000000092988572842e+00
1.500009999999995713e+01,1.000000372143675653e+00,1.000000041833285502e+00,1.000000082411905966e+00,1.000000097024299706e+00,1.000000092988572842e+00
1.503343333333329035e+01,1.000000369735645878e+00,1.000000042274184597e+00,1.000000082411905966e+00,1.000000096918687298e+00,1.000000092988572842e+00
1.506676666666662356e+01,1.000000367320155403e+00,1.000000042690615709e+00,1.000000082411905966e+00,1.000000097225030027e+00,1.000000092988572842e+00
1.510009999999995678e+01,1.000000364899690242e+00,1.000000043082765799e+00,1.000000082411905966e+00,1.000000097225030027e+00,1.000000092988572842e+00
1.513343333333328999e+01,1.000000362479771754e+00,1.000000043453241005e+00,1.000000082411905966e+00,1.000000097225030027e+00,1.000000092988572842e+00
1.516676666666662321e+01,1.000000360064269067e+00,1.000000043804128769e+00,1.000000082411905966e+00,1.000000097568325863e+00,1.000000092988572842e+00
1.520009999999995642e+01,1.000000357656461558e+00,1.000000044137800526e+00,1.000000082411905966e+00,1.000000097568325863e+00,1.000000092988572842e+00
1.523343333333328964e+01,1.000000355261551510e+00,1.000000044458504656e+00,1.000000082411905966e+00,1.000000097568325863e+00,1.000000092988572842e+00
1.526676666666662285e+01,1.000000352881994736e+00,1.000000044769319141e+00,1.000000082411905966e+00,1.000000097870620053e+00,1.000000092988572842e+00
1.530009999999995607e+01,1.000000350518811087e+00,1.000000045072987120e+00,1.000000082411905966e+00,1.000000097762145712e+00,1.000000092888193137e+00
1.533343333333328928e+01,1.000000348174084897e+00,1.000000045373371060e+00,1.000000082411905966e+00,1.000000097616169148e+00,1.000000092784735672e+00
1.536676666666662250e+01,1.000000345846536964e+00,1.000000045672433169e+00,1.000000082301617077e+00,1.000000097821408529e+00,1.000000092680659591e+00
1.540009999999995571e+01,1.000000343532716496e+00,1.000000045970856233e+00,1.000000082172240568e+00,1.000000097604852423e+00,1.000000092579035327e+00
1.543343333333328893e+01,1.000000341230246059e+00,1.000000046269891252e+00,1.000000082025886972e+00,1.000000097346376737e+00,1.000000092579035327e+00
1.546676666666662214e+01,1.000000338934625033e+00,1.000000046569080592e+00,1.000000081865583201e+00,1.000000097346376737e+00,1.000000092579035327e+00
1.550009999999995536e+01,1.000000336640741283e+00,1.000000046867097536e+00,1.000000081695452847e+00,1.000000097017542000e+00,1.000000092579035327e+00
1.553343333333328857e+01,1.000000334346672570e+00,1.000000047164032901e+00,1.000000081520826756e+00,1.000000096656360471e+00,1.000000092579035327e+00
1.556676666666662179e+01,1.000000332049495233e+00,1.000000047458591501e+00,1.000000081345126413e+00,1.000000096656360471e+00,1.000000092579035327e+00
1.560009999999995500e+01,1.000000329746634220e+00,1.000000047749004972e+00,1.000000081170996591e+00,1.000000096252022130e+00,1.000000092579035327e+00
1.563343333333328822e+01,1.000000327438853809e+00,1.000000048034958899e+00,1.000000081002157870e+00,1.000000095830340108e+00,1.000000092579035327e+00
1.566676666666662143e+01,1.000000325125543377e+00,1.000000048314620749e+00,1.000000080840220962e+00,1.000000095830340108e+00,1.000000092467649315e+00
1.570009999999995465e+01,1.000000322804470487e+00,1.000000048584636314e+00,1.000000080684489312e+00,1.000000095016124080e+00,1.000000092340847857e+00
1.573343333333328786e+01,1.000000320480113114e+00,1.000000048845586686e+00,1.000000080537293945e+00,1.000000095016124080e+00,1.000000092201411395e+00
1.576676666666662108e+01,1.000000318146010869e+00,1.000000049090634224e+00,1.000000080392560609e+00,1.000000094212538659e+00,1.000000092045720157e+00
1.580009999999995429e+01,1.000000315809795204e+00,1.000000049322035567e+00,1.000000080252567480e+00,1.000000094212538659e+00,1.000000091880994590e+00
1.583343333333328751e+01,1.000000313465081003e+00,1.000000049532772328e+00,1.000000080109401113e+00,1.000000093443178306e+00,1.000000091703416638e+00
1.586676666666662072e+01,1.000000311120977425e+00,1.000000049726220031e+00,1.000000079965085664e+00,1.000000093443178306e+00,1.000000091519444689e+00
1.590009999999995394e+01,1.000000308774121383e+00,1.000000049897766807e+00,1.000000079812996434e+00,1.000000093091773845e+00,1.000000091325806251e+00
1.593343333333328715e+01,1.000000306431869435e+00,1.000000050050440015e+00,1.000000079653946772e+00,1.000000092761387016e+00,1.000000091126870272e+00
1.596676666666662037e+01,1.000000304096249293e+00,1.000000050184247646e+00,1.000000079485390270e+00,1.000000092761387016e+00,1.000000090922944063e+00
1.600009999999995358e+01,1.000000301769579769e+00,1.000000050300228427e+00,1.000000079305794154e+00,1.000000092470977986e+00,1.000000090714796341e+00
1.603343333333328857e+01,1.000000299455931163e+00,1.000000050401242291e+00,1.000000079115427098e+00,1.000000092190014733e+00,1.000000090504502115e+00
1.606676666666662356e+01,1.000000297156780737e+00,1.000000050401242291e+00,1.000000078913683810e+00,1.000000092190014733e+00,1.000000090292476163e+00
1.610009999999995856e+01,1.000000294871413065e+00,1.000000050401242291e+00,1.000000078699537553e+00,1.000000091919466927e+00,1.000000090078186243e+00
1.613343333333329355e+01,1.000000292600537799e+00,1.000000050401242291e+00,1.000000078473688880e+00,1.000000091642755828e+00,1.000000089862455699e+00
1.616676666666662854e+01,1.000000290342431652e+00,1.000000050401242291e+00,1.000000078235891987e+00,1.000000091642755828e+00,1.000000089644473622e+00
1.620009999999996353e+01,1.000000288094298639e+00,1.000000050401242291e+00,1.000000077985823577e+00,1.000000091345181197e+00,1.000000089422765859e+00
1.623343333333329852e+01,1.000000285856421423e+00,1.000000050401242291e+00,1.000000077725657244e+00,1.000000091027058335e+00,1.000000089197749631e+00
1.626676666666663351e+01,1.000000283627311415e+00,1.000000050507259486e+00,1.000000077456230541e+00,1.000000091027058335e+00,1.000000088968482137e+00
1.630009999999996850e+01,1.000000281405833746e+00,1.000000050627078307e+00,1.000000077179444613e+00,1.000000090664491914e+00,1.000000088734058323e+00
1.633343333333330349e+01,1.000000279193984598e+00,1.000000050760501580e+00,1.000000076898725165e+00,1.000000090274300701e+00,1.000000088495579753e+00
1.636676666666663849e+01,1.000000276992205173e+00,1.000000050904159998e+00,1.000000076616837985e+00,1.000000090274300701e+00,1.000000088252984254e+00
1.640009999999997348e+01,1.000000274799436761e+00,1.000000051052192251e+00,1.000000076335396892e+00,1.000000089478864540e+00,1.000000088005208232e+00
1.643343333333330847e+01,1.000000272620028108e+00,1.000000051202925011e+00,1.000000076059362142e+00,1.000000089366526623e+00,1.000000087755375189e+00
1.646676666666664346e+01,1.000000270446807393e+00,1.000000051347924135e+00,1.000000075785811848e+00,1.000000088537965182e+00,1.000000087498655432e+00
1.650009999999997845e+01,1.000000268285453409e+00,1.000000051487458297e+00,1.000000075519883014e+00,1.000000088397671405e+00,1.000000087239528934e+00
1.653343333333331344e+01,1.000000266127704762e+00,1.000000051612771834e+00,1.000000075256774812e+00,1.000000087564598905e+00,1.000000086972330893e+00
1.656676666666664843e+01,1.000000263979507586e+00,1.000000051724942107e+00,1.000000075000715638e+00,1.000000087427787454e+00,1.000000086701758883e+00
1.660009999999998342e+01,1.000000261833408066e+00,1.000000051724942107e+00,1.000000074746394407e+00,1.000000086619015738e+00,1.000000086422801804e+00
