Time [s],omega GENROU 1,omega GENROU 2,omega GENROU 3,omega GENROU 4,omega GENROU 5
4.066766666666662644e+00,1.000000478506185786e+00,1.000001006546415550e+00,1.000000901938305375e+00,1.000000187427307674e+00,9.999977055950417526e-01
4.100099999999995859e+00,1.000001012365509201e+00,1.000000549168726494e+00,1.000000601344993356e+00,1.000000159583085413e+00,9.999989138739617811e-01
4.133433333333329074e+00,1.000001425053520743e+00,1.000000144300190463e+00,1.000000333656040796e+00,1.000000149348498457e+00,1.000000042539080036e+00
4.166766666666662289e+00,1.000001713262133052e+00,9.999998091990227600e-01,1.000000114170171761e+00,1.000000166353667064e+00,1.000001066757641555e+00
4.200099999999995504e+00,1.000001882368554806e+00,9.999995554105122197e-01,9.999999532516543610e-01,1.000000214735484283e+00,1.000001967368720379e+00
4.233433333333328719e+00,1.000001944984871827e+00,9.999993889959034599e-01,9.999998568432857393e-01,1.000000291165898947e+00,1.000002730724520283e+00
4.266766666666661934e+00,1.000001919267756278e+00,9.999993110786863371e-01,9.999998267686368569e-01,1.000000396372395128e+00,1.000003348795021729e+00
4.300099999999995148e+00,1.000001826920148273e+00,9.999993184549056391e-01,9.999998611764774337e-01,1.000000524228302545e+00,1.000003818898107522e+00
4.333433333333328363e+00,1.000001691303720408e+00,9.999994043844724345e-01,9.999999551703707690e-01,1.000000670385883250e+00,1.000004143356156172e+00
4.366766666666661578e+00,1.000001535654357010e+00,9.999995594189499126e-01,1.000000101488399906e+00,1.000000829911491085e+00,1.000004329002322168e+00
4.400099999999994793e+00,1.000001381538359935e+00,9.999997722376171572e-01,1.000000291210198400e+00,1.000000997658052837e+00,1.000004386584674831e+00
4.433433333333328008e+00,1.000001247608456767e+00,1.000000030440691079e+00,1.000000514441046207e+00,1.000001168592461465e+00,1.000004330083760440e+00
4.466766666666661223e+00,1.000001148750742752e+00,1.000000321267807468e+00,1.000000760940932931e+00,1.000001338069083312e+00,1.000004175972271536e+00
4.500099999999994438e+00,1.000001095374210669e+00,1.000000632218396968e+00,1.000001020674057495e+00,1.000001502040231971e+00,1.000003942445202076e+00
4.533433333333327653e+00,1.000001093494493176e+00,1.000000951558752904e+00,1.000001284261645473e+00,1.000001657199542926e+00,1.000003648647932675e+00
4.566766666666660868e+00,1.000001144701442968e+00,1.000001268632200402e+00,1.000001543329403164e+00,1.000001801059202666e+00,1.000003313928660154e+00
4.600099999999994083e+00,1.000001246612717942e+00,1.000001574424426609e+00,1.000001790748840769e+00,1.000001931966476576e+00,1.000002957220735622e+00
4.633433333333327298e+00,1.000001393494697188e+00,1.000001861361292432e+00,1.000002020706638017e+00,1.000002049067915566e+00,1.000002596139564215e+00
4.666766666666660512e+00,1.000001577029627553e+00,1.000002123515404406e+00,1.000002228999905318e+00,1.000002152230548447e+00,1.000002246749261969e+00
4.700099999999993727e+00,1.000001787155591293e+00,1.000002356585627306e+00,1.000002412720328859e+00,1.000002241929710767e+00,1.000001923015911842e+00
4.733433333333326942e+00,1.000002012918207006e+00,1.000002557699616101e+00,1.000002570267161328e+00,1.000002319116698013e+00,1.000001636482127143e+00
4.766766666666660157e+00,1.000002243214560105e+00,1.000002725612760379e+00,1.000002701203793976e+00,1.000002385077331857e+00,1.000001396053339375e+00
4.800099999999993372e+00,1.000002467798823735e+00,1.000002860222840351e+00,1.000002806084552498e+00,1.000002441290608113e+00,1.000001207899329891e+00
4.833433333333326587e+00,1.000002677327033407e+00,1.000002962474282997e+00,1.000002886266393887e+00,1.000002489298547514e+00,1.000001075467990885e+00
4.866766666666659802e+00,1.000002864301491101e+00,1.000003034160729554e+00,1.000002943716702397e+00,1.000002530592715821e+00,1.000000999705296545e+00
4.900099999999993017e+00,1.000003023121604162e+00,1.000003077827955167e+00,1.000002980825690724e+00,1.000002566520705294e+00,1.000000978946805175e+00
4.933433333333326232e+00,1.000003150255389439e+00,1.000003096288144544e+00,1.000003000234721995e+00,1.000002598217642147e+00,1.000001009498046489e+00
4.966766666666659447e+00,1.000003244217217757e+00,1.000003092769196078e+00,1.000003004685924735e+00,1.000002626562140229e+00,1.000001085880090290e+00
5.000099999999992662e+00,1.000003305420480659e+00,1.000003070662697002e+00,1.000002996894844509e+00,1.000002652155522087e+00,1.000001201118887684e+00
5.033433333333325876e+00,1.000003335931068937e+00,1.000003033399536001e+00,1.000002979449285290e+00,1.000002675323935497e+00,1.000001347434274823e+00
5.066766666666659091e+00,1.000003339149631243e+00,1.000002984343844048e+00,1.000002954734718230e+00,1.000002696140111835e+00,1.000001516348636876e+00
5.100099999999992306e+00,1.000003319450772254e+00,1.000002926707488582e+00,1.000002924883671929e+00,1.000002714460776598e+00,1.000001699179448256e+00
5.133433333333325521e+00,1.000003282056642240e+00,1.000002863482154725e+00,1.000002891746200495e+00,1.000002729829077230e+00,1.000001887405017387e+00
5.166766666666658736e+00,1.000003238006248241e+00,1.000002798811460591e+00,1.000002857830590175e+00,1.000002743736688959e+00,1.000002074338580682e+00
5.200099999999991951e+00,1.000003182745127672e+00,1.000002731924940047e+00,1.000002822430805738e+00,1.000002754171717356e+00,1.000002256799664480e+00
5.233433333333325166e+00,1.000003119764915294e+00,1.000002664564501043e+00,1.000002786542275812e+00,1.000002760916152589e+00,1.000002429487681699e+00
5.266766666666658381e+00,1.000003053889876758e+00,1.000002598930266107e+00,1.000002751259988276e+00,1.000002763511904424e+00,1.000002585793986487e+00
5.300099999999991596e+00,1.000002989516344698e+00,1.000002536895841843e+00,1.000002717424582688e+00,1.000002761478032243e+00,1.000002720001840650e+00
5.333433333333324811e+00,1.000002930389382261e+00,1.000002479945716338e+00,1.000002685580917205e+00,1.000002743545917339e+00,1.000002827502373792e+00
5.366766666666658026e+00,1.000002879546668222e+00,1.000002429261152015e+00,1.000002656086943498e+00,1.000002731147610957e+00,1.000002904999192088e+00
5.400099999999991240e+00,1.000002838923802928e+00,1.000002385527470228e+00,1.000002628955301454e+00,1.000002691972387003e+00,1.000002950379426547e+00
5.433433333333324455e+00,1.000002809769077849e+00,1.000002349227459453e+00,1.000002604180539878e+00,1.000002669112441067e+00,1.000002963052583738e+00
5.466766666666657670e+00,1.000002792045350031e+00,1.000002320259878896e+00,1.000002581369136445e+00,1.000002620639491635e+00,1.000002943474229022e+00
5.500099999999990885e+00,1.000002785241224990e+00,1.000002298466744044e+00,1.000002560280225383e+00,1.000002588911862889e+00,1.000002893602935927e+00
5.533433333333324100e+00,1.000002787677714666e+00,1.000002283133411662e+00,1.000002540320203082e+00,1.000002533326658227e+00,1.000002816182473886e+00
5.566766666666657315e+00,1.000002797487870687e+00,1.000002273562666355e+00,1.000002521124645050e+00,1.000002495114644896e+00,1.000002715165833056e+00
5.600099999999990530e+00,1.000002811981184125e+00,1.000002268564750274e+00,1.000002502026941409e+00,1.000002435078844787e+00,1.000002594912418719e+00
5.633433333333323745e+00,1.000002828634373842e+00,1.000002267029128200e+00,1.000002482616229926e+00,1.000002393050346328e+00,1.000002460546234762e+00
5.666766666666656960e+00,1.000002844495250676e+00,1.000002267451336024e+00,1.000002462222700617e+00,1.000002331346049544e+00,1.000002317150335829e+00
5.700099999999990175e+00,1.000002857134353551e+00,1.000002268497242941e+00,1.000002440454396790e+00,1.000002288154777874e+00,1.000002170100999122e+00
5.733433333333323390e+00,1.000002864047192075e+00,1.000002268497242941e+00,1.000002416699065311e+00,1.000002227298933066e+00,1.000002024298053183e+00
5.766766666666656604e+00,1.000002863523252961e+00,1.000002266216046598e+00,1.000002390636288707e+00,1.000002185177700120e+00,1.000001884508059158e+00
5.800099999999989819e+00,1.000002854013343212e+00,1.000002260088277417e+00,1.000002361758900671e+00,1.000002127059981261e+00,1.000001754666148601e+00
5.833433333333323034e+00,1.000002834890084014e+00,1.000002248965766727e+00,1.000002329862741179e+00,1.000002087519937133e+00,1.000001638257669079e+00
5.866766666666656249e+00,1.000002805766697200e+00,1.000002231650278350e+00,1.000002294588345775e+00,1.000002033183671868e+00,1.000001537714361621e+00
5.900099999999989464e+00,1.000002767149400507e+00,1.000002207385210395e+00,1.000002255888027936e+00,1.000001996860796272e+00,1.000001454850036886e+00
5.933433333333322679e+00,1.000002719716802879e+00,1.000002175451587316e+00,1.000002213585733157e+00,1.000001946445120415e+00,1.000001390358357556e+00
5.966766666666655894e+00,1.000002664881974423e+00,1.000002135622843458e+00,1.000002167819866727e+00,1.000001913115579288e+00,1.000001344304281004e+00
6.000099999999989109e+00,1.000002604055527877e+00,1.000002087758970593e+00,1.000002118618637859e+00,1.000001865968253245e+00,1.000001315716960271e+00
6.033433333333322324e+00,1.000002539148874048e+00,1.000002032219864390e+00,1.000002066318111726e+00,1.000001834721999439e+00,1.000001303126913710e+00
6.066766666666655539e+00,1.000002471849867458e+00,1.000001969453690576e+00,1.000002011149016656e+00,1.000001789646554951e+00,1.000001304235211386e+00
6.100099999999988754e+00,1.000002404101446141e+00,1.000001900368633567e+00,1.000001953629487739e+00,1.000001759167208792e+00,1.000001316476419877e+00
6.133433333333321968e+00,1.000002337418670395e+00,1.000001825914498932e+00,1.000001894160968963e+00,1.000001714737996705e+00,1.000001336738219893e+00
6.166766666666655183e+00,1.000002273371375372e+00,1.000001747416742637e+00,1.000001833396542139e+00,1.000001683619354376e+00,1.000001361925019649e+00
6.200099999999988398e+00,1.000002212963142290e+00,1.000001666155755364e+00,1.000001771845773213e+00,1.000001638493821510e+00,1.000001388700154648e+00
6.233433333333321613e+00,1.000002157134689318e+00,1.000001583671158212e+00,1.000001710220991713e+00,1.000001605526042114e+00,1.000001414024542346e+00
6.266766666666654828e+00,1.000002106213635056e+00,1.000001501347388411e+00,1.000001649053469333e+00,1.000001558693204062e+00,1.000001434896480079e+00
