ts,Pi,Pr,Prc,Per,Pet,ne,nec,Pcc,Pdc,Ptc,Pcc2,Pdc2,Ptc2,Pt
18.384722222223512,11.444650844259003,8.99271878129175,12.389736699835506,-2.4098841903244033,-0.6945503567135134,15578,15578,-47.27255022460385,18.40280789003139,-28.869742334572457,-47.27255022460385,18.40280789003139,-28.869742334572457,-29.38656011872318
18.38500000000129,11.444650844259003,8.99271878129175,12.376301446920285,-2.4098841903244033,-0.6945503567135134,15579,15579,-47.279011257266816,18.40280789003139,-28.876203367235426,-47.279011257266816,18.40280789003139,-28.876203367235426,-29.38656011872318
18.38527777777907,11.444650844259003,8.99271878129175,12.376301446920285,-2.4098841903244033,-0.6945503567135134,15579,15579,-47.279011257266816,18.40280789003139,-28.876203367235426,-47.279011257266816,18.40280789003139,-28.876203367235426,-29.38656011872318
18.38555555555685,10.476012828912912,8.99271878129175,12.376301446920285,-2.4098841903244033,-0.6945503567135134,15582,15582,-47.299018467047674,18.40280789003139,-28.896210577016284,-47.299018467047674,18.40280789003139,-28.896210577016284,-29.38656011872318
18.385833333334627,10.476012828912912,8.99271878129175,12.369389321935218,-2.4098841903244033,-0.6945503567135134,15583,15583,-47.30569961942246,18.40280789003139,-28.902891729391072,-47.30569961942246,18.40280789003139,-28.902891729391072,-29.38656011872318
18.386111111112406,10.476012828912912,8.99271878129175,12.363467326459173,-2.4098841903244033,-0.6945503567135134,15583,15583,-47.30569961942246,18.40280789003139,-28.902891729391072,-47.30569961942246,18.40280789003139,-28.902891729391072,-29.38656011872318
18.386388888890185,10.476012828912912,8.99271878129175,12.357339018373274,-2.4098841903244033,-0.6945503567135134,15587,15587,-47.33137502791034,18.40280789003139,-28.92856713787895,-47.33137502791034,18.40280789003139,-28.92856713787895,-29.38656011872318
18.386666666667963,9.449305122655023,7.0092266758510675,10.2943191235797,-2.4098841903244033,-0.6945503567135134,15588,15588,-47.33715308681457,16.339787995237813,-30.997365091576754,-47.33715308681457,16.339787995237813,-30.997365091576754,-31.370052224163864
18.386944444445742,9.449305122655023,7.0092266758510675,10.2943191235797,-2.4098841903244033,-0.6945503567135134,15591,15591,-47.35447468517631,16.339787995237813,-31.014686689938493,-47.35447468517631,16.339787995237813,-31.014686689938493,-31.370052224163864
18.38722222222352,9.449305122655023,7.0092266758510675,10.2943191235797,-2.4098841903244033,-0.6945503567135134,15592,15592,-47.359715143909135,16.339787995237813,-31.01992714867132,-47.359715143909135,16.339787995237813,-31.01992714867132,-31.370052224163864
