u,u0,soc,bd,c,c2,c0,sx,dP,xl,soci,socd,Pc,Pd,nc,nd,Q,ts,tf,agc,mod
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.3068692014517221,0.8672125898333859,5.598386831388791,5.598386831388791,0.9202586793682042,0.9202586793682042,28.179997866035812,11.309943821299548,23.80102424201379,0,0
1,1,0.5150480536307055,0,1,0,0,10,5.584923174020907,"[[], [], []]",0.38934999811704774,0.753589621941487,6.082783033787733,6.082783033787733,0.9181526191216441,0.9181526191216441,23.634962712272035,18.41871396662308,23.20619576830975,0,0
1,1,0.9738519927352224,0,0,1,1,19,0.0,"[[], [], []]",0.30259153736771016,0.813288240081794,6.807499237277135,6.807499237277135,0.8896994142262441,0.8896994142262441,21.673824196507756,15.611207777905031,23.118869890174405,0,0
1,1,0.5166930421436146,0,1,0,0,10,5.4065738060852135,"[[], [], []]",0.22468083040652762,0.8455296100204931,6.14066869842513,6.14066869842513,0.8804535909048168,0.8804535909048168,26.404108063448266,17.45750979980073,23.017878325242474,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.29280787223132426,0.7969070734088259,6.742205623191371,6.742205623191371,0.9403843444204648,0.9403843444204648,21.10351779320984,12.23109789670373,23.596791695953282,0,0
1,1,0.2566878557968096,0,1,0,0,5,5.539247750678601,"[[], [], []]",0.25168148116927896,0.787640436411918,5.880089293492459,5.880089293492459,0.9420346314823704,0.9420346314823704,22.128778458634383,18.979606325335297,21.843645212889832,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.2958943998668305,0.7534941455380214,6.228166188562095,6.228166188562095,0.9444761483314698,0.9444761483314698,26.66144840966041,13.047905789302128,23.9903336096259,0,0
1,1,0.9282915665672489,0,0,1,1,18,0.0,"[[], [], []]",0.26257981163276134,0.8205881277788204,5.295144698817565,5.295144698817565,0.9350362821631514,0.9350362821631514,27.41270477999582,14.314199546798712,23.56654716639492,0,0
1,1,0.7955079204443013,0,0,1,1,15,0.0,"[[], [], []]",0.2807665367404027,0.834334329495931,6.451484974657269,6.451484974657269,0.9371472366975212,0.9371472366975212,27.114364385065816,16.047380556778485,23.61750668595953,0,0
1,1,0.8955861931183501,0,0,1,1,17,0.0,"[[], [], []]",0.26301955675215694,0.8202759799823579,6.137097101452529,6.137097101452529,0.8954695649536414,0.8954695649536414,27.729314105847124,14.817396692606978,21.59748887212556,0,0
1,1,0.7326843670440636,0,0,1,1,14,0.0,"[[], [], []]",0.32599169977895703,0.8116211093308183,5.6365921364779386,5.6365921364779386,0.8938670865069966,0.8938670865069966,24.60919947280326,16.499676507791783,21.511284580819897,0,0
1,1,0.7001885475049295,0,0,1,1,14,0.0,"[[], [], []]",0.3097642608876706,0.7958604181093886,6.60807502021761,6.60807502021761,0.910368644467385,0.910368644467385,23.240925962165463,17.097775458007526,21.839809039645438,0,0
1,1,0.9290198485150571,0,0,1,1,18,0.0,"[[], [], []]",0.29027019057185877,0.7686518760316373,6.459658208175711,6.459658208175711,0.944093426480598,0.944093426480598,25.84310361623327,15.293233228743798,23.927907625645,0,0
1,1,0.6616238516111478,0,0,1,1,13,0.0,"[[], [], []]",0.3520827875992468,0.761487050718132,6.268697993361776,6.268697993361776,0.8882120294008642,0.8882120294008642,25.624364949515744,17.221839915511108,23.788029918016733,0,0
1,1,0.8092090411160555,0,0,1,1,16,0.0,"[[], [], []]",0.31949999060683776,0.8025762219228852,5.550673012268488,5.550673012268488,0.9202563948740239,0.9202563948740239,23.93731034908835,16.048180777096587,23.520525349248604,0,0
1,1,0.5861017767598706,0,1,0,0,11,5.003284431690273,"[[], [], []]",0.31451279423043477,0.8244923054124274,5.48692829335832,5.48692829335832,0.9118552611206026,0.9118552611206026,24.44352096761968,17.46148672293816,22.454419998724205,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.23351979249804028,0.7862087025516097,6.873678105248446,6.873678105248446,0.9238590074211462,0.9238590074211462,27.506388758885514,13.520528529575746,23.94168896690517,0,0
1,1,0.48973745564319043,0,1,0,0,9,5.181661906000801,"[[], [], []]",0.2403452465383446,0.7680268128877429,5.625604279857178,5.625604279857178,0.9210853889161844,0.9210853889161844,28.00994446423297,17.54799885416342,23.273577818500012,0,0
1,1,0.7025974313546071,0,0,1,1,14,0.0,"[[], [], []]",0.3287129926928911,0.7861764514742591,6.017910465275305,6.017910465275305,0.9273540587723494,0.9273540587723494,24.075391247205175,16.947333202120756,23.587097122414235,0,0
0,0,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.30311407003280744,0.8084086285500608,6.200187921260209,6.200187921260209,0.9459403105457295,0.9459403105457295,22.627661290039452,0.13926446059894904,18.628210506101098,0,0
1,1,0.40815820794242835,0,1,0,0,8,6.241544129060166,"[[], [], []]",0.33466708284465,0.8573293648632743,6.814171287318269,6.814171287318269,0.9159652532768279,0.9159652532768279,21.538994531840842,18.74588172886989,23.119143737387105,0,0
1,1,0.6313197647491975,0,0,1,1,12,0.0,"[[], [], []]",0.29540369624482243,0.7913532506021858,5.024298305029003,5.024298305029003,0.9479936444029773,0.9479936444029773,24.854359825445428,16.926285326503322,23.7549728027772,0,0
1,1,0.9625481069655002,0,0,1,1,19,0.0,"[[], [], []]",0.24207634710549206,0.7790899478270461,5.377354388686909,5.377354388686909,0.9499622433317866,0.9499622433317866,27.284843489084018,14.162859800470477,22.205578730731965,0,0
1,1,0.5603847652805148,0,1,0,0,11,5.820290891947979,"[[], [], []]",0.31185204053095794,0.7923598549708689,6.282848233842321,6.282848233842321,0.9263777629701774,0.9263777629701774,27.73230873396431,17.653855937151103,23.87464771442008,0,0
1,1,0.838255490004554,0,0,1,1,16,0.0,"[[], [], []]",0.332826262435591,0.8201152657292485,6.857833039279704,6.857833039279704,0.9498720306887793,0.9498720306887793,29.11605715595625,15.915871636971548,23.990686243925285,0,0
1,1,0.7839928009326012,0,0,1,1,15,0.0,"[[], [], []]",0.3348157147060609,0.7588915059118407,5.38866326392977,5.38866326392977,0.8864508689309534,0.8864508689309534,21.58135261863518,16.35979992442072,23.497696942633603,0,0
1,1,0.8904128755708611,0,0,1,1,17,0.0,"[[], [], []]",0.2774198986715542,0.802192326761017,6.537524688942856,6.537524688942856,0.8994166099422115,0.8994166099422115,25.00644050185693,15.39860298196913,21.86904092378252,0,0
1,1,0.8537786589801167,0,0,1,1,17,0.0,"[[], [], []]",0.3729649449906782,0.7946520031708727,6.371221096608744,6.371221096608744,0.9216476672707758,0.9216476672707758,21.70886535995457,16.434375857555583,22.42560219917751,0,0
1,1,0.8061200180807396,0,0,1,1,16,0.0,"[[], [], []]",0.32484746530100594,0.8134209904646021,5.274863377860944,5.274863377860944,0.9212990803959571,0.9212990803959571,25.42663627586389,15.814983510565916,23.926655011377793,0,0
1,1,0.5742781655998148,0,1,0,0,11,6.106784702600118,"[[], [], []]",0.3134021897462591,0.7425390833305225,6.500256856076401,6.500256856076401,0.9394682145354813,0.9394682145354813,27.603971877647744,17.633284839860316,21.664962858050174,0,0
1,1,0.5294259261525255,0,1,0,0,10,4.854502359152277,"[[], [], []]",0.2108611806975928,0.8234071778527168,5.413217795729615,5.413217795729615,0.8967868174419107,0.8967868174419107,20.44308299936016,17.542361982484497,23.601670196726694,0,0
1,1,0.7465881564749283,0,0,1,1,14,0.0,"[[], [], []]",0.29063223762288776,0.767794255927747,6.718380438873338,6.718380438873338,0.913988847952634,0.913988847952634,27.477055892253514,16.431397034999698,23.209125569125405,0,0
1,1,0.8446031059318024,0,0,1,1,16,0.0,"[[], [], []]",0.3881565670997096,0.8129556930719047,5.4268218449447,5.4268218449447,0.9355730906533422,0.9355730906533422,25.932227758650605,15.939766581059946,22.22314910807423,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.2865962071956759,0.7822236534927014,6.952896170423276,6.952896170423276,0.9292667961170733,0.9292667961170733,27.460586557442607,14.87701653198845,22.709808093587927,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.3058890324082567,0.779359788363323,6.655395194233267,6.655395194233267,0.9388064584261362,0.9388064584261362,29.79199196895717,11.875133179499768,23.54598640793889,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.2187396856921506,0.7845318027760416,5.713056780453241,5.713056780453241,0.9269360667014187,0.9269360667014187,22.73051771487716,12.258638810288302,23.87592648874579,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.3011724214372519,0.768923321463452,6.995283526760489,6.995283526760489,0.9351861808977702,0.9351861808977702,24.9245908350286,13.18213050738088,23.471882656125157,0,0
1,1,0.4625947257717839,0,1,0,0,9,6.3282354504687905,"[[], [], []]",0.24670726689179454,0.8173428325124052,6.665758187520923,6.665758187520923,0.9493646892736052,0.9493646892736052,24.79362401575429,18.089314098728014,23.434730531583085,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.27298936352241143,0.8116966116446683,6.769145867510863,6.769145867510863,0.9017577838118623,0.9017577838118623,22.508413011523377,10.707918695604409,23.69823156095608,0,0
1,1,0.52783156842332,0,1,0,0,10,4.6051154968947206,"[[], [], []]",0.3081700480800863,0.8070063764962982,5.121449926363824,5.121449926363824,0.8991819822720213,0.8991819822720213,24.9988838864047,17.660344527173418,23.672403940984694,0,0
1,1,0.8207508662308292,0,0,1,1,16,0.0,"[[], [], []]",0.36918818433644807,0.800261521552369,5.830190040576625,5.830190040576625,0.9487197022120497,0.9487197022120497,25.87628188029954,16.160265283753496,23.994122355515017,0,0
1,1,0.8727212962415181,0,0,1,1,17,0.0,"[[], [], []]",0.3412921697444126,0.8156619571124609,5.329366913501445,5.329366913501445,0.9197510357294278,0.9197510357294278,25.88743407425188,15.19334874202795,22.3223874949661,0,0
1,1,0.4077172728100142,0,1,0,0,8,6.193992192892285,"[[], [], []]",0.2965433042107834,0.7731252691603006,6.692986823854738,6.692986823854738,0.925445149662634,0.925445149662634,23.353623996408594,18.580510219022024,23.298542879240376,0,0
1,1,0.5810683050374831,0,1,0,0,11,5.338122100292932,"[[], [], []]",0.33620153020928595,0.7561378057079635,5.786033983899214,5.786033983899214,0.9225874087755646,0.9225874087755646,23.15023515754816,17.728623416680122,23.733854667720095,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.3269557596133863,0.7752284741977998,5.225549170908652,5.225549170908652,0.9441348174255018,0.9441348174255018,23.191808773156353,10.987305137874905,22.917173794728747,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.3325045126492562,0.8406040635862476,5.984167433190461,5.984167433190461,0.9317975551689855,0.9317975551689855,29.715422866941395,13.967133382070195,23.899504586887687,0,0
1,1,0.3375928840190174,0,1,0,0,6,6.23632884552901,"[[], [], []]",0.2862179689635138,0.8248130033017596,6.935377126834406,6.935377126834406,0.8992054406672949,0.8992054406672949,25.255571930037267,18.791464621226154,23.6927792328633,0,0
1,1,0.42705966548941965,0,1,0,0,8,5.825007928098378,"[[], [], []]",0.2872962422396247,0.7753741734829869,6.4730002675364995,6.4730002675364995,0.8998930460905519,0.8998930460905519,29.486921637328727,18.251441624082577,22.667604188637373,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.283403190663857,0.7589025620773561,5.615865581540438,5.615865581540438,0.9041654703867956,0.9041654703867956,27.926733447252804,12.56133203833635,21.049661761698882,0,0
1,1,0.7367543585507346,0,0,1,1,14,0.0,"[[], [], []]",0.2899987973328728,0.7835238284518845,6.9789343261814825,6.9789343261814825,0.9001830388130628,0.9001830388130628,20.66446702527373,17.06215093880213,21.917675690763392,0,0
1,1,1.0,1,0,1,1,19,0.0,"[[], [], []]",0.37291492736618076,0.796488196932636,6.896445182747273,6.896445182747273,0.9009281121472754,0.9009281121472754,26.543630151829944,14.843804545989418,22.86825029385102,0,0
