PV_1,PV_2,PV_3,PV_4,PV_5,PV_6,PV_7,PV_8,PV_9,PV_10,Slack_10
0.06280231869535947,0.05792447102229233,0.11057056312322408,0.058002750884179693,0.05527680667569498,0.05811672177944044,0.044272728982381146,0.05627850788064793,0.06088651423785757,0.37196315664824814,0.06390546007067417
0.0,0.14011883627740682,0.0,0.0,0.13593878754125527,0.0,0.23395991098601318,0.13671205164973452,0.0,0.35327041354559024,0.0
0.0,0.13471993447960678,0.0,0.0,0.13488691996464325,0.0,0.23098683888460123,0.1418177797212156,0.0,0.35758852694993326,0.0
0.0,0.1340887579900894,0.0,0.0,0.13520200973523913,0.0,0.22508181032375243,0.14205220974791002,0.0,0.3635752122030091,0.0
0.0,0.11818513972441659,0.0,0.12109017809456864,0.11401395638682459,0.0,0.14788525309120196,0.1189437567522281,0.0,0.37988171595076003,0.0
0.0,0.12242895684222731,0.0,0.12850121758168742,0.11973952337663595,0.18673695655881586,0.0,0.12373019617317031,0.0,0.3188631494674632,0.0
0.0,0.12360239428574851,0.0,0.12763775356796164,0.12010328040443798,0.17293910635674556,0.0,0.12240332422980986,0.0,0.33331414115529634,0.0
0.0,0.11411145794789224,0.0,0.12017849771293015,0.1148494222735171,0.0,0.14440868071530127,0.12219335778260429,0.0,0.384258583567755,0.0
0.0,0.11489793419758366,0.1454484429203121,0.1172807437276663,0.11328367705250666,0.0,0.0,0.11882147435088218,0.0,0.39026772775104895,0.0
0.0,0.1102818454294428,0.0,0.11458264955837466,0.10798911478802928,0.15977376133522445,0.0,0.11087710813863522,0.0,0.3964955207502936,0.0
0.0,0.10955549265646615,0.0,0.11378921704307407,0.10735267425757312,0.15525149373830896,0.0,0.1095668490252855,0.0,0.4044842732792922,0.0
0.0,0.11647434763162504,0.0,0.12075897075699611,0.11348402124636958,0.16716213169435035,0.0,0.11659051873186654,0.0,0.36553000993879237,0.0
