PV_1,PV_2,PV_3,PV_4,PV_5,PV_6,PV_7,PV_8,PV_9,PV_10,Slack_10
0.04899316776562408,0.04494246909144829,0.07036833605295889,0.045474145065273516,0.04299154007648746,0.04834765729256017,0.0692790070941572,0.041661507916581124,0.04691231599349785,0.49107417091830863,0.04995568273310271
0.04027505678717561,0.04390073999892726,0.052719391773767964,0.0440779378994491,0.04525799857468183,0.04542013908267007,0.050503311539645705,0.043694064570542625,0.04190782039850213,0.5843194654678663,0.007924073906771467
0.05632775019573491,0.049877422803924015,0.03614639348542968,0.050391406650663995,0.04653076879140503,0.053572180789703154,0.05476848511194822,0.04598407258881055,0.05334553640245435,0.4950552368178519,0.058000746362074286
0.03839886290769171,0.050549180513178145,0.1006956579015202,0.051078917566835365,0.052230357437085984,0.05567190949815311,0.08832303254169865,0.04895692860342662,0.04577281486913568,0.43506852900996246,0.033253809151312146
0.08198983130103873,0.06033498009859079,0.02564479303747218,0.06236646876161099,0.055596072771845265,0.07526082466220542,0.08445764929921107,0.05016795094961937,0.06716953833031554,0.3368723978663938,0.10013949292169676
0.10502809969818246,0.06967611833744566,0.021303116227570612,0.07262608448339576,0.06296616411505876,0.09578811511544429,0.11323977253315123,0.055327646458985934,0.07964062881433341,0.18572704336121293,0.13867721085521895
0.03744597190722373,0.049738155219335625,0.10418942939627288,0.05018385969710927,0.0548863687873657,0.054114989799816986,0.08655439757157006,0.049247641094734014,0.03563226683435898,0.4278537033678337,0.050153216324379024
0.05612655915794104,0.05695237500774847,0.06853330686403442,0.05768866971159526,0.05635042325101545,0.06279015778935139,0.06605836821339309,0.05355523495039845,0.056581766930820135,0.4102330650260122,0.05513007309769006
0.09341067771202041,0.07087077607500958,0.026830157884938678,0.07257621914575071,0.06425072698680762,0.08616515312996666,0.09357519778590738,0.06152299424655276,0.07934655302704088,0.24333408769742962,0.10811745630857568
0.018100833693880512,0.021066322786203913,0.22753135088131074,0.020889200226237897,0.03486085307862178,0.020748457684042588,0.17474037403261902,0.02609355011064391,0.027023839763836207,0.32062246483810164,0.1083227529045017
0.09515405501820434,0.07186437788614965,0.042042224275394155,0.07362127265761617,0.06545467246255782,0.08808573563605611,0.09882027990193105,0.061915735312733755,0.07985401286347638,0.21226736493936227,0.1109202690465184
0.05311199226178876,0.05554007280867722,0.06920702293789958,0.05630880627288636,0.05547541653130561,0.06166619317350024,0.06674625094827653,0.05221318373952512,0.054381920440137746,0.4207595020077842,0.054589638878218806
