ts,Pi,Pr,Prc,Per,Pet,ne,nec,Pcc,Pdc,Ptc,Pcc2,Pdc2,Ptc2,Pt
18.012222222222263,-2.413762908129676,-2.2470917381047144,-2.1681670476463877,-0.013503980150962658,0.5722574337854738,14518,14518,-41.33912869893589,0.13190216458515167,-41.20722653435074,-41.33912869893589,0.13190216458515167,-41.20722653435074,-40.61692574412335
18.012500000000042,-2.413762908129676,-2.2470917381047144,-2.1795255311517283,-0.013503980150962658,0.5722574337854738,14518,14518,-41.33912869893589,0.13190216458515167,-41.20722653435074,-41.33912869893589,0.13190216458515167,-41.20722653435074,-40.61692574412335
18.01277777777782,-2.413762908129676,-2.2470917381047144,-2.1795255311517283,-0.013503980150962658,0.5722574337854738,14518,14518,-41.33912869893589,0.13190216458515167,-41.20722653435074,-41.33912869893589,0.13190216458515167,-41.20722653435074,-40.61692574412335
18.0130555555556,-2.413762908129676,-2.2470917381047144,-2.1795255311517283,-0.013503980150962658,0.5722574337854738,14518,14518,-41.33912869893589,0.13190216458515167,-41.20722653435074,-41.33912869893589,0.13190216458515167,-41.20722653435074,-40.61692574412335
18.013333333333378,-2.5511299768533813,-2.2470917381047144,-2.1861727991853392,-0.013503980150962658,0.5722574337854738,14518,14518,-41.33912869893589,0.13190216458515167,-41.20722653435074,-41.33912869893589,0.13190216458515167,-41.20722653435074,-40.61692574412335
18.013611111111157,-2.5511299768533813,-2.2470917381047144,-2.208478054445642,-0.013503980150962658,0.5722574337854738,14519,14519,-41.346127645918585,0.13190216458515167,-41.214225481333436,-41.346127645918585,0.13190216458515167,-41.214225481333436,-40.61692574412335
18.013888888888935,-2.5511299768533813,-2.2470917381047144,-2.208478054445642,-0.013503980150962658,0.5722574337854738,14519,14519,-41.346127645918585,0.13190216458515167,-41.214225481333436,-41.346127645918585,0.13190216458515167,-41.214225481333436,-40.61692574412335
18.014166666666714,-2.5511299768533813,-2.2470917381047144,-2.208478054445642,-0.013503980150962658,0.5722574337854738,14519,14519,-41.346127645918585,0.13190216458515167,-41.214225481333436,-41.346127645918585,0.13190216458515167,-41.214225481333436,-40.61692574412335
18.014444444444493,-2.7061039792087485,-2.2470917381047144,-2.233001434021171,-0.013503980150962658,0.5722574337854738,14521,14521,-41.35856697695392,0.13190216458515167,-41.22666481236877,-41.35856697695392,0.13190216458515167,-41.22666481236877,-40.61692574412335
18.01472222222227,-2.7061039792087485,-2.2470917381047144,-2.23953131621003,-0.013503980150962658,0.5722574337854738,14523,14523,-41.369855708073786,0.13190216458515167,-41.237953543488636,-41.369855708073786,0.13190216458515167,-41.237953543488636,-40.61692574412335
18.01500000000005,-2.7061039792087485,-2.2470917381047144,-2.244703093808852,-0.013503980150962658,0.5722574337854738,14523,14523,-41.369855708073786,0.13190216458515167,-41.237953543488636,-41.369855708073786,0.13190216458515167,-41.237953543488636,-40.61692574412335
18.01527777777783,-2.7061039792087485,-2.2470917381047144,-2.244703093808852,-0.013503980150962658,0.5722574337854738,14524,14524,-41.3752973807544,0.13190216458515167,-41.24339521616925,-41.3752973807544,0.13190216458515167,-41.24339521616925,-40.61692574412335
18.015555555555608,-2.843292669837318,-2.2470917381047144,-2.249791014711277,-0.013503980150962658,0.5722574337854738,14524,14524,-41.381992356206524,0.13190216458515167,-41.250090191621375,-41.381992356206524,0.13190216458515167,-41.250090191621375,-40.61692574412335
18.015833333333386,-2.843292669837318,-2.2470917381047144,-2.249791014711277,-0.013503980150962658,0.5722574337854738,14525,14525,-41.38742693118813,0.13190216458515167,-41.25552476660298,-41.38742693118813,0.13190216458515167,-41.25552476660298,-40.61692574412335
18.016111111111165,-2.843292669837318,-2.2470917381047144,-2.249791014711277,-0.013503980150962658,0.5722574337854738,14525,14525,-41.38742693118813,0.13190216458515167,-41.25552476660298,-41.38742693118813,0.13190216458515167,-41.25552476660298,-40.61692574412335
18.016388888888944,-2.843292669837318,-2.2470917381047144,-2.249791014711277,-0.013503980150962658,0.5722574337854738,14525,14525,-41.38742693118813,0.13190216458515167,-41.25552476660298,-41.38742693118813,0.13190216458515167,-41.25552476660298,-40.61692574412335
18.016666666666723,-2.9815292664073416,-2.2470917381047144,-2.249791014711277,-0.013503980150962658,0.5722574337854738,14525,14525,-41.38742693118813,0.13190216458515167,-41.25552476660298,-41.38742693118813,0.13190216458515167,-41.25552476660298,-40.61692574412335
18.0169444444445,-2.9815292664073416,-2.2470917381047144,-2.273134009107557,-0.013503980150962658,0.5722574337854738,14526,14526,-41.393288716620795,0.13190216458515167,-41.261386552035646,-41.393288716620795,0.13190216458515167,-41.261386552035646,-40.61692574412335
18.01722222222228,-2.9815292664073416,-2.2470917381047144,-2.2797708339483416,-0.013503980150962658,0.5722574337854738,14526,14526,-41.393288716620795,0.13190216458515167,-41.261386552035646,-41.393288716620795,0.13190216458515167,-41.261386552035646,-40.61692574412335
18.01750000000006,-2.9815292664073416,-2.2470917381047144,-2.292898827434259,-0.013503980150962658,0.5722574337854738,14527,14527,-41.39942242411122,0.13190216458515167,-41.26752025952607,-41.39942242411122,0.13190216458515167,-41.26752025952607,-40.61692574412335
18.017777777777837,-2.925400803836092,-2.2470917381047144,-2.292898827434259,-0.013503980150962658,0.5722574337854738,14529,14529,-41.411940506693846,0.13190216458515167,-41.280038342108696,-41.411940506693846,0.13190216458515167,-41.280038342108696,-40.61692574412335
18.018055555555616,-2.925400803836092,-2.2470917381047144,-2.2998670607424585,-0.013503980150962658,0.5722574337854738,14530,14530,-41.41710875473241,0.13190216458515167,-41.28520659014726,-41.41710875473241,0.13190216458515167,-41.28520659014726,-40.61692574412335
18.018333333333395,-2.925400803836092,-2.2470917381047144,-2.305248525668921,-0.013503980150962658,0.5722574337854738,14531,14531,-41.42354681077076,0.13190216458515167,-41.29164464618561,-41.42354681077076,0.13190216458515167,-41.29164464618561,-40.61692574412335
18.018611111111174,-2.925400803836092,-2.2470917381047144,-2.305248525668921,-0.013503980150962658,0.5722574337854738,14531,14531,-41.42354681077076,0.13190216458515167,-41.29164464618561,-41.42354681077076,0.13190216458515167,-41.29164464618561,-40.61692574412335
18.018888888888952,-2.621499286814544,-2.2470917381047144,-2.305248525668921,-0.013503980150962658,0.5722574337854738,14532,14532,-41.430241400245535,0.13190216458515167,-41.298339235660386,-41.430241400245535,0.13190216458515167,-41.298339235660386,-40.61692574412335
18.01916666666673,-2.621499286814544,-2.2470917381047144,-2.305248525668921,-0.013503980150962658,0.5722574337854738,14534,14534,-41.4417550731172,0.13190216458515167,-41.30985290853205,-41.4417550731172,0.13190216458515167,-41.30985290853205,-40.61692574412335
18.01944444444451,-2.621499286814544,-2.2470917381047144,-2.3165079058388787,-0.013503980150962658,0.5722574337854738,14535,14535,-41.44816118848845,0.13190216458515167,-41.3162590239033,-41.44816118848845,0.13190216458515167,-41.3162590239033,-40.61692574412335
18.01972222222229,-2.621499286814544,-2.2470917381047144,-2.322186004611762,-0.013503980150962658,0.5722574337854738,14536,14536,-41.45417623290898,0.13190216458515167,-41.32227406832383,-41.45417623290898,0.13190216458515167,-41.32227406832383,-40.61692574412335
18.020000000000067,-2.272847641897884,-2.2470917381047144,-2.3273205998768636,-0.013503980150962658,0.5722574337854738,14538,14538,-41.465698370461716,0.13190216458515167,-41.33379620587657,-41.465698370461716,0.13190216458515167,-41.33379620587657,-40.61692574412335
18.020277777777846,-2.272847641897884,-2.2470917381047144,-2.3327146167549326,-0.013503980150962658,0.5722574337854738,14538,14538,-41.465698370461716,0.13190216458515167,-41.33379620587657,-41.465698370461716,0.13190216458515167,-41.33379620587657,-40.61692574412335
18.020555555555624,-2.272847641897884,-2.2470917381047144,-2.344415906106412,-0.013503980150962658,0.5722574337854738,14538,14538,-41.465698370461716,0.13190216458515167,-41.33379620587657,-41.465698370461716,0.13190216458515167,-41.33379620587657,-40.61692574412335
18.020833333333403,-2.272847641897884,-2.2470917381047144,-2.344415906106412,-0.013503980150962658,0.5722574337854738,14538,14538,-41.465698370461716,0.13190216458515167,-41.33379620587657,-41.465698370461716,0.13190216458515167,-41.33379620587657,-40.61692574412335
18.021111111111182,-1.8281135607613488,-2.2470917381047144,-2.344415906106412,-0.013503980150962658,0.5722574337854738,14539,14539,-41.47117825475293,0.13190216458515167,-41.33927609016778,-41.47117825475293,0.13190216458515167,-41.33927609016778,-40.61692574412335
18.02138888888896,-1.8281135607613488,-2.2470917381047144,-2.3499117016722084,-0.013503980150962658,0.5722574337854738,14540,14540,-41.47789710017854,0.13190216458515167,-41.34599493559339,-41.47789710017854,0.13190216458515167,-41.34599493559339,-40.61692574412335
18.02166666666674,-1.8281135607613488,-2.2470917381047144,-2.3499117016722084,-0.013503980150962658,0.5722574337854738,14540,14540,-41.47789710017854,0.13190216458515167,-41.34599493559339,-41.47789710017854,0.13190216458515167,-41.34599493559339,-40.61692574412335
18.021944444444518,-1.8281135607613488,-2.2470917381047144,-2.35683796321448,-0.013503980150962658,0.5722574337854738,14542,14542,-41.48932665179114,0.13190216458515167,-41.35742448720599,-41.48932665179114,0.13190216458515167,-41.35742448720599,-40.61692574412335
18.022222222222297,-2.4846792071391355,-2.2470917381047144,-2.3627955233810294,0.528724402453131,0.7404987430826395,14542,14542,-41.48932665179114,0.13190216458515167,-41.35742448720599,-41.48932665179114,0.13190216458515167,-41.35742448720599,-40.61692574412335
18.022500000000075,-2.4846792071391355,-2.2470917381047144,-2.369004792492179,0.528724402453131,0.7404987430826395,14543,14543,-41.495378305007485,0.13190216458515167,-41.363476140422335,-41.495378305007485,0.13190216458515167,-41.363476140422335,-40.61692574412335
18.022777777777854,-2.4846792071391355,-2.2470917381047144,-2.369004792492179,0.528724402453131,0.7404987430826395,14545,14545,-41.5086522768922,0.13190216458515167,-41.37675011230705,-41.5086522768922,0.13190216458515167,-41.37675011230705,-40.61692574412335
18.023055555555633,-2.4846792071391355,-2.2470917381047144,-2.369004792492179,0.528724402453131,0.7404987430826395,14545,14545,-41.5086522768922,0.13190216458515167,-41.37675011230705,-41.5086522768922,0.13190216458515167,-41.37675011230705,-40.61692574412335
18.02333333333341,-3.580181024830436,-3.5801810248304378,-3.2746057832717566,0.528724402453131,0.7404987430826395,14546,14546,-43.787365789060594,1.4994609558624439,-42.28790483319815,-43.787365789060594,1.4994609558624439,-42.28790483319815,-41.95001503084907
18.02361111111119,-3.580181024830436,-3.5801810248304378,-3.298043768151403,0.528724402453131,0.7404987430826395,14546,14546,-43.787365789060594,1.4994609558624439,-42.28790483319815,-43.787365789060594,1.4994609558624439,-42.28790483319815,-41.95001503084907
18.02388888888897,-3.580181024830436,-3.5801810248304378,-3.303435905835984,0.528724402453131,0.7404987430826395,14546,14546,-43.787365789060594,1.4994609558624439,-42.28790483319815,-43.787365789060594,1.4994609558624439,-42.28790483319815,-41.95001503084907
18.024166666666748,-3.580181024830436,-3.5801810248304378,-3.3153152113620865,0.528724402453131,0.7404987430826395,14548,14548,-43.79955721231035,1.4994609558624439,-42.3000962564479,-43.79955721231035,1.4994609558624439,-42.3000962564479,-41.95001503084907
18.024444444444526,-4.885692759469266,-4.894344625624392,-4.629376168394583,0.528724402453131,0.7404987430826395,14549,14549,-43.80486917696525,0.19766905990762496,-43.60720011705762,-43.80486917696525,0.19766905990762496,-43.60720011705762,-43.26417863164303
18.024722222222305,-4.885692759469266,-4.894344625624392,-4.629376168394583,0.528724402453131,0.7404987430826395,14551,14551,-43.81581079739136,0.19766905990762496,-43.61814173748373,-43.81581079739136,0.19766905990762496,-43.61814173748373,-43.26417863164303
18.025000000000084,-4.885692759469266,-4.894344625624392,-4.636204726726042,0.528724402453131,0.7404987430826395,14552,14552,-43.82194409339836,0.19766905990762496,-43.62427503349073,-43.82194409339836,0.19766905990762496,-43.62427503349073,-43.26417863164303
18.025277777777863,-4.885692759469266,-4.894344625624392,-4.636204726726042,0.528724402453131,0.7404987430826395,14552,14552,-43.82194409339836,0.19766905990762496,-43.62427503349073,-43.82194409339836,0.19766905990762496,-43.62427503349073,-43.26417863164303
