time,ace,up,dn,in
0.0,0.0,242.16040350076935,-242.16040350076926,0.0
4.0,13.443128226082074,242.16040350076935,-242.16040350076926,13.443128226082074
8.0,16.5224713545299,242.16040350076935,-242.16040350076926,16.5224713545299
12.0,25.606321867672182,242.16040350076935,-242.16040350076926,25.606321867672182
16.0,31.648938929089514,242.16040350076935,-242.16040350076926,31.648938929089514
20.0,39.16311308773091,242.16040350076935,-242.16040350076926,39.16311308773091
24.0,45.75975372587633,242.16040350076935,-242.16040350076926,45.75975372587633
28.0,53.05807041484788,242.16040350076935,-242.16040350076926,53.05807041484788
32.0,59.637098081929885,242.16040350076935,-242.16040350076926,59.637098081929885
36.0,66.76906648570183,242.16040350076935,-242.16040350076926,66.76906648570183
40.0,73.65442339983369,242.16040350076935,-242.16040350076926,73.65442339983369
44.0,81.7130412532571,242.16040350076935,-242.16040350076926,81.7130412532571
48.0,88.54275984782718,242.16040350076935,-242.16040350076926,88.54275984782718
52.0,95.31266576090681,242.16040350076935,-242.16040350076926,95.31266576090681
56.0,93.70628344295865,242.16040350076935,-242.16040350076926,93.70628344295865
60.0,92.74754009112782,242.16040350076935,-242.16040350076926,92.74754009112782
64.0,88.63803272703174,242.16040350076935,-242.16040350076926,88.63803272703174
68.0,84.32162019167816,242.16040350076935,-242.16040350076926,84.32162019167816
72.0,78.6808444754258,242.16040350076935,-242.16040350076926,78.6808444754258
76.0,72.65254521482038,242.16040350076935,-242.16040350076926,72.65254521482038
80.0,68.54102395497166,242.16040350076935,-242.16040350076926,68.54102395497166
84.0,63.81342585902493,242.16040350076935,-242.16040350076926,63.81342585902493
88.0,60.710738606828365,242.16040350076935,-242.16040350076926,60.710738606828365
92.0,56.54515025142882,242.16040350076935,-242.16040350076926,56.54515025142882
96.0,45.309374488500545,242.16040350076935,-242.16040350076926,45.309374488500545
100.0,34.18233071434932,242.16040350076935,-242.16040350076926,34.18233071434932
104.0,20.409076976823883,242.16040350076935,-242.16040350076926,20.409076976823883
108.0,9.399655585965943,242.16040350076935,-242.16040350076926,9.399655585965943
112.0,6.160735350474382,242.16040350076935,-242.16040350076926,6.160735350474382
116.0,1.9834802530862339,242.16040350076935,-242.16040350076926,1.9834802530862339
120.0,1.0125216827534447,242.16040350076935,-242.16040350076926,1.0125216827534447
124.0,-1.6388759165032338,242.16040350076935,-242.16040350076926,-1.6388759165032338
128.0,-4.278358979952963,242.16040350076935,-242.16040350076926,-4.278358979952963
132.0,-7.117913158510693,242.16040350076935,-242.16040350076926,-7.117913158510693
136.0,-9.996938898750331,242.16040350076935,-242.16040350076926,-9.996938898750331
140.0,-0.6167529746833121,242.16040350076935,-242.16040350076926,-0.6167529746833121
144.0,12.773707871893597,242.16040350076935,-242.16040350076926,12.773707871893597
148.0,27.764802688897948,242.16040350076935,-242.16040350076926,27.764802688897948
152.0,45.213955317975866,242.16040350076935,-242.16040350076926,45.213955317975866
156.0,55.25215768811569,242.16040350076935,-242.16040350076926,55.25215768811569
160.0,67.08284393379189,242.16040350076935,-242.16040350076926,67.08284393379189
164.0,77.8502814566424,242.16040350076935,-242.16040350076926,77.8502814566424
168.0,85.35396434456342,242.16040350076935,-242.16040350076926,85.35396434456342
172.0,87.35345906194048,242.16040350076935,-242.16040350076926,87.35345906194048
176.0,88.8838011165915,242.16040350076935,-242.16040350076926,88.8838011165915
180.0,88.13129884716948,242.16040350076935,-242.16040350076926,88.13129884716948
184.0,81.95730999873928,242.16040350076935,-242.16040350076926,81.95730999873928
188.0,69.34059992495189,242.16040350076935,-242.16040350076926,69.34059992495189
192.0,55.85565811371611,242.16040350076935,-242.16040350076926,55.85565811371611
196.0,39.37743927631174,242.16040350076935,-242.16040350076926,39.37743927631174
200.0,31.27206061687888,242.16040350076935,-242.16040350076926,31.27206061687888
204.0,22.42399759069534,242.16040350076935,-242.16040350076926,22.42399759069534
208.0,17.751002457208802,242.16040350076935,-242.16040350076926,17.751002457208802
212.0,12.642579884582375,242.16040350076935,-242.16040350076926,12.642579884582375
216.0,3.4979649885813493,242.16040350076935,-242.16040350076926,3.4979649885813493
220.0,-5.4755911361805385,242.16040350076935,-242.16040350076926,-5.4755911361805385
224.0,-16.39691836624303,242.16040350076935,-242.16040350076926,-16.39691836624303
228.0,-27.085419178176394,242.16040350076935,-242.16040350076926,-27.085419178176394
232.0,-36.30947608593696,242.16040350076935,-242.16040350076926,-36.30947608593696
236.0,-45.88454462166117,242.16040350076935,-242.16040350076926,-45.88454462166117
240.0,-54.95479247395782,242.16040350076935,-242.16040350076926,-54.95479247395782
244.0,-59.399489738462506,242.16040350076935,-242.16040350076926,-59.399489738462506
248.0,-59.75714339601992,242.16040350076935,-242.16040350076926,-59.75714339601992
252.0,-59.220784409225104,242.16040350076935,-242.16040350076926,-59.220784409225104
256.0,-57.034940410570435,242.16040350076935,-242.16040350076926,-57.034940410570435
260.0,-60.08345554110461,242.16040350076935,-242.16040350076926,-60.08345554110461
264.0,-64.48231550577403,242.16040350076935,-242.16040350076926,-64.48231550577403
268.0,-69.92625298357855,242.16040350076935,-242.16040350076926,-69.92625298357855
272.0,-77.65411291721047,242.16040350076935,-242.16040350076926,-77.65411291721047
276.0,-104.29670246773992,242.16040350076935,-242.16040350076926,-104.29670246773992
280.0,-131.86477437223814,242.16040350076935,-242.16040350076926,-131.86477437223814
284.0,-165.96001861498195,242.16040350076935,-242.16040350076926,-165.96001861498195
288.0,-202.3724414285171,242.16040350076935,-242.16040350076926,-202.3724414285171
292.0,-245.56099474261268,242.16040350076935,-242.16040350076926,-242.16040350076926
296.0,-291.3362027356405,242.16040350076935,-242.16040350076926,-242.16040350076926
300.0,-360.0521131427059,219.4991282833283,-219.49912828330582,-219.49912828330582
304.0,-277.78528637447596,219.4991282833283,-219.49912828330582,-219.49912828330582
308.0,-295.11411173840236,219.4991282833283,-219.49912828330582,-219.49912828330582
312.0,-280.98130117089977,219.4991282833283,-219.49912828330582,-219.49912828330582
316.0,-282.26102151940944,219.4991282833283,-219.49912828330582,-219.49912828330582
320.0,-264.0321136731751,219.4991282833283,-219.49912828330582,-219.49912828330582
324.0,-233.86427710803272,219.4991282833283,-219.49912828330582,-219.49912828330582
328.0,-192.4253486053618,219.4991282833283,-219.49912828330582,-192.4253486053618
332.0,-150.58176040438318,219.4991282833283,-219.49912828330582,-150.58176040438318
336.0,-114.28543434018748,219.4991282833283,-219.49912828330582,-114.28543434018748
340.0,-79.35031080979698,219.4991282833283,-219.49912828330582,-79.35031080979698
344.0,-45.97865862192263,219.4991282833283,-219.49912828330582,-45.97865862192263
348.0,-11.21239700667482,219.4991282833283,-219.49912828330582,-11.21239700667482
352.0,14.677000340338648,219.4991282833283,-219.49912828330582,14.677000340338648
356.0,32.04203601711579,219.4991282833283,-219.49912828330582,32.04203601711579
360.0,47.69327000998798,219.4991282833283,-219.49912828330582,47.69327000998798
364.0,58.85950999874217,219.4991282833283,-219.49912828330582,58.85950999874217
368.0,69.04402328058927,219.4991282833283,-219.49912828330582,69.04402328058927
372.0,75.07808072910724,219.4991282833283,-219.49912828330582,75.07808072910724
376.0,82.90576195827943,219.4991282833283,-219.49912828330582,82.90576195827943
380.0,71.37412551167009,219.4991282833283,-219.49912828330582,71.37412551167009
384.0,58.16031039705077,219.4991282833283,-219.49912828330582,58.16031039705077
388.0,38.034419862199314,219.4991282833283,-219.49912828330582,38.034419862199314
392.0,18.51160271324252,219.4991282833283,-219.49912828330582,18.51160271324252
396.0,22.278109124892843,219.4991282833283,-219.49912828330582,22.278109124892843
400.0,21.885724605554685,219.4991282833283,-219.49912828330582,21.885724605554685
404.0,32.13432767223951,219.4991282833283,-219.49912828330582,32.13432767223951
408.0,44.250897770637124,219.4991282833283,-219.49912828330582,44.250897770637124
412.0,73.76286935041894,219.4991282833283,-219.49912828330582,73.76286935041894
416.0,100.97042338054361,219.4991282833283,-219.49912828330582,100.97042338054361
420.0,136.97272583726522,219.4991282833283,-219.49912828330582,136.97272583726522
424.0,157.7505019244005,219.4991282833283,-219.49912828330582,157.7505019244005
428.0,169.31768741294323,219.4991282833283,-219.49912828330582,169.31768741294323
