time,agc,Pr,Prc,ne,Pt
18.0,0.0,0.0,0.0,14481,-39.94334645654411
18.00027777777778,0.0,0.0,0.0,14483,-39.94334645654411
18.000555555555557,0.0,0.0,0.0,14485,-39.937808750024715
18.000833333333336,0.0,3.0863068666143554,3.1853497314119914,14485,-36.75245901861272
18.001111111111115,0.030863068666143554,3.0863068666143554,3.1853497314119914,14486,-36.75245901861272
18.001388888888894,0.030863068666143554,3.0863068666143554,3.1853497314119914,14486,-36.75245901861272
18.001666666666672,0.030863068666143554,3.0863068666143554,3.1853497314119914,14488,-36.75245901861272
18.00194444444445,0.030863068666143554,-0.008171735684376458,0.023575573254479565,14487,-39.91423317677023
18.00222222222223,-8.171735684376563e-05,-0.008171735684376458,0.023575573254479565,14488,-39.91423317677023
18.00250000000001,-8.171735684376563e-05,-0.008171735684376458,0.023575573254479565,14488,-39.91423317677023
18.002777777777787,-8.171735684376563e-05,-0.008171735684376458,0.023575573254479565,14489,-39.91423317677023
18.003055555555566,-8.171735684376563e-05,-0.04058500933999654,-0.0009643405562322731,14491,-39.938773090580945
18.003333333333345,-0.0004058500933999654,-0.04058500933999654,-0.0009643405562322731,14491,-39.938773090580945
18.003611111111123,-0.0004058500933999654,-0.04058500933999654,-0.0009643405562322731,14491,-39.938773090580945
18.003888888888902,-0.0004058500933999654,-0.04058500933999654,-0.0009643405562322731,14493,-39.938773090580945
18.00416666666668,-0.0004058500933999654,-0.16204616964567206,-0.1358891822331596,14493,-40.07369793225787
18.00444444444446,-0.0016204616964567205,-0.16204616964567206,-0.1358891822331596,14493,-40.07369793225787
18.004722222222238,-0.0016204616964567205,-0.16204616964567206,-0.1358891822331596,14495,-40.07369793225787
18.005000000000017,-0.0016204616964567205,-0.16204616964567206,-0.1358891822331596,14495,-40.07369793225787
18.005277777777795,-0.0016204616964567205,-0.2610169809003829,-0.26580365298919173,14498,-40.2036124030139
18.005555555555574,-0.0026101698090038286,-0.2610169809003829,-0.26580365298919173,14497,-40.2036124030139
18.005833333333353,-0.0026101698090038286,-0.2610169809003829,-0.26580365298919173,14497,-40.2036124030139
18.00611111111113,-0.0026101698090038286,-0.2610169809003829,-0.26580365298919173,14498,-40.2036124030139
18.00638888888891,-0.0026101698090038286,-0.36882988894116003,-0.3296386859947669,14498,-40.267447436019474
18.00666666666669,-0.0036882988894116004,-0.36882988894116003,-0.3296386859947669,14498,-40.267447436019474
18.006944444444468,-0.0036882988894116004,-0.36882988894116003,-0.3296386859947669,14498,-40.267447436019474
18.007222222222246,-0.0036882988894116004,-0.36882988894116003,-0.3296386859947669,14498,-40.267447436019474
18.007500000000025,-0.0036882988894116004,-0.4702728168083584,-0.44633495038095805,14500,-40.384143700405666
18.007777777777804,-0.004702728168083584,-0.4702728168083584,-0.44633495038095805,14500,-40.384143700405666
18.008055555555583,-0.004702728168083584,-0.4702728168083584,-0.44633495038095805,14502,-40.384143700405666
18.00833333333336,-0.004702728168083584,-0.4702728168083584,-0.44633495038095805,14502,-40.384143700405666
18.00861111111114,-0.004702728168083584,-0.5641805995586668,-0.5456114466116456,14503,-40.48342019663636
18.00888888888892,-0.005641805995586668,-0.5641805995586668,-0.5456114466116456,14503,-40.48342019663636
18.009166666666697,-0.005641805995586668,-0.5641805995586668,-0.5456114466116456,14504,-40.48342019663636
18.009444444444476,-0.005641805995586668,-0.5641805995586668,-0.5456114466116456,14504,-40.48342019663636
18.009722222222255,-0.005641805995586668,-0.6497213474716779,-0.6508079277334926,14504,-40.5886166777582
18.010000000000034,-0.006497213474716779,-0.6497213474716779,-0.6508079277334926,14504,-40.5886166777582
18.010277777777812,-0.006497213474716779,-0.6497213474716779,-0.6508079277334926,14505,-40.5886166777582
18.01055555555559,-0.006497213474716779,-0.6497213474716779,-0.6508079277334926,14506,-40.5886166777582
18.01083333333337,-0.006497213474716779,-0.7253325822311512,-0.6791367204411802,14507,-40.616945470465886
18.01111111111115,-0.007253325822311512,-0.7253325822311512,-0.7164098449545651,14508,-40.65421859497928
18.011388888888927,-0.007253325822311512,-0.7253325822311512,-0.7164098449545651,14510,-40.65421859497928
18.011666666666706,-0.007253325822311512,-0.7253325822311512,-0.7164098449545651,14511,-40.65421859497928
18.011944444444485,-0.007253325822311512,-0.7917432024111172,-0.7906361291787809,14511,-40.72844487920349
18.012222222222263,-0.007917432024111172,-0.7917432024111172,-0.7906361291787809,14511,-40.72844487920349
18.012500000000042,-0.007917432024111172,-0.7917432024111172,-0.7906361291787809,14512,-40.72844487920349
18.01277777777782,-0.007917432024111172,-0.7917432024111172,-0.7906361291787809,14512,-40.72844487920349
18.0130555555556,-0.007917432024111172,-0.8475355278566647,-0.8542042972777383,14513,-40.79201304730245
18.013333333333378,-0.008475355278566648,-0.8475355278566647,-0.8542042972777383,14515,-40.79201304730245
18.013611111111157,-0.008475355278566648,-0.8475355278566647,-0.8542042972777383,14517,-40.79201304730245
18.013888888888935,-0.008475355278566648,-0.8475355278566647,-0.8542042972777383,14518,-40.79201304730245
18.014166666666714,-0.008475355278566648,-0.8935894550612129,-0.8860149782203999,14519,-40.82382372824511
18.014444444444493,-0.008935894550612129,-0.8935894550612129,-0.8860149782203999,14520,-40.82382372824511
18.01472222222227,-0.008935894550612129,-0.8935894550612129,-0.8860149782203999,14520,-40.82382372824511
18.01500000000005,-0.008935894550612129,-0.8935894550612129,-0.8860149782203999,14520,-40.82382372824511
18.01527777777783,-0.008935894550612129,-0.9301885949724972,-0.9269519241080332,14520,-40.86476067413274
18.015555555555608,-0.009301885949724972,-0.9301885949724972,-0.9269519241080332,14522,-40.86476067413274
18.015833333333386,-0.009301885949724972,-0.9301885949724972,-0.9269519241080332,14523,-40.86476067413274
18.016111111111165,-0.009301885949724972,-0.9301885949724972,-0.9269519241080332,14523,-40.86476067413274
18.016388888888944,-0.009301885949724972,-0.9569736980041323,-0.9496920390054485,14523,-40.887500789030156
18.016666666666723,-0.009569736980041325,-0.9569736980041323,-0.9496920390054485,14524,-40.887500789030156
18.0169444444445,-0.009569736980041325,-0.9569736980041323,-0.9496920390054485,14525,-40.887500789030156
18.01722222222228,-0.009569736980041325,-0.9569736980041323,-0.9496920390054485,14526,-40.887500789030156
18.01750000000006,-0.009569736980041325,-0.9748267592723394,-0.9678721509840038,14526,-40.90568090100871
18.017777777777837,-0.009748267592723394,-0.9748267592723394,-0.9678721509840038,14526,-40.90568090100871
18.018055555555616,-0.009748267592723394,-0.9748267592723394,-0.9678721509840038,14527,-40.90568090100871
18.018333333333395,-0.009748267592723394,-0.9748267592723394,-0.9678721509840038,14529,-40.90568090100871
18.018611111111174,-0.009748267592723394,-0.9837111665166296,-0.9671848133083945,14530,-40.90499356333311
18.018888888888952,-0.009837111665166296,-0.9837111665166296,-0.9671848133083945,14531,-40.90499356333311
18.01916666666673,-0.009837111665166296,-0.9837111665166296,-0.9671848133083945,14533,-40.90499356333311
18.01944444444451,-0.009837111665166296,-0.9837111665166296,-0.9671848133083945,14534,-40.90499356333311
18.01972222222229,-0.009837111665166296,-0.9837111665166296,-0.9671848133083945,14534,-40.90499356333311
18.020000000000067,-0.009843510695140532,-0.9837111665166296,-0.9671848133083945,14536,-40.90499356333311
