time,agc,Pr,Prc,ne,Pt
18.0,0.0,0.0,0.0,14439,-39.792466095627105
18.00027777777778,0.0,0.0,0.0,14439,-39.792466095627105
18.000555555555557,0.0,0.0,0.0,14439,-39.78627524646484
18.000833333333336,0.0,1.495758978726715,1.5323633273708366,14439,-38.254809296731054
18.001111111111115,0.01495758978726715,1.495758978726715,1.5323633273708366,14440,-38.260851961395424
18.001388888888894,0.01495758978726715,1.495758978726715,1.5323633273708366,14440,-38.260851961395424
18.001666666666672,0.01495758978726715,1.495758978726715,1.5323633273708366,14444,-38.2850038626655
18.00194444444445,0.01495758978726715,0.06635885171512967,0.2846056517324249,14444,-39.5327615383039
18.00222222222223,0.0006635885171512975,0.06635885171512967,0.2846056517324249,14445,-39.5381089503619
18.00250000000001,0.0006635885171512975,0.06635885171512967,0.2846056517324249,14447,-39.54909249658067
18.002777777777787,0.0006635885171512975,0.06635885171512967,0.2846056517324249,14449,-39.553982416399194
18.003055555555566,0.0006635885171512975,-0.025448452563636436,-0.00782902571642824,14449,-39.79391298160762
18.003333333333345,-0.0002544845256363644,-0.025448452563636436,-0.00782902571642824,14449,-39.79391298160762
18.003611111111123,-0.0002544845256363644,-0.025448452563636436,-0.00782902571642824,14450,-39.79530774766248
18.003888888888902,-0.0002544845256363644,-0.025448452563636436,-0.00782902571642824,14451,-39.79423127120115
18.00416666666668,-0.0002544845256363644,-0.07885049861261113,-0.10026690925026134,14452,-39.82624265205576
18.00444444444446,-0.0007885049861261113,-0.07885049861261113,-0.10026690925026134,14454,-39.83322051914574
18.004722222222238,-0.0007885049861261113,-0.07885049861261113,-0.10026690925026134,14454,-39.827005463485705
18.005000000000017,-0.0007885049861261113,-0.07885049861261113,-0.10026690925026134,14454,-39.827005463485705
18.005277777777795,-0.0007885049861261113,-0.13031804610244488,-0.15928785268341414,14454,-39.8145325784059
18.005555555555574,-0.0013031804610244488,-0.13031804610244488,-0.15928785268341414,14455,-39.812841315051124
18.005833333333353,-0.0013031804610244488,-0.13031804610244488,-0.15928785268341414,14456,-39.81239950221441
18.00611111111113,-0.0013031804610244488,-0.13031804610244488,-0.15928785268341414,14457,-39.81937986065072
18.00638888888891,-0.0013031804610244488,-0.18359156895915957,-0.23691158460107165,14457,-39.790463297601754
18.00666666666669,-0.0018359156895915957,-0.18359156895915957,-0.23691158460107165,14457,-39.790463297601754
18.006944444444468,-0.0018359156895915957,-0.18359156895915957,-0.23691158460107165,14457,-39.765579659092474
18.007222222222246,-0.0018359156895915957,-0.18359156895915957,-0.23691158460107165,14458,-39.76551554507558
18.007500000000025,-0.0018359156895915957,-0.23461080190667932,-0.3224108617621965,14459,-39.80024167388331
18.007777777777804,-0.0023461080190667932,-0.23461080190667932,-0.3224108617621965,14462,-39.82003096989232
18.008055555555583,-0.0023461080190667932,-0.23461080190667932,-0.3224108617621965,14462,-39.82003096989232
18.00833333333336,-0.0023461080190667932,-0.23461080190667932,-0.3224108617621965,14462,-39.81352039518253
18.00861111111114,-0.0023461080190667932,-0.28164293873217167,-0.3452724773712818,14464,-39.78876476657659
18.00888888888892,-0.002816429387321717,-0.28164293873217167,-0.3452724773712818,14465,-39.7952424840793
18.009166666666697,-0.002816429387321717,-0.28164293873217167,-0.3452724773712818,14466,-39.79523503199023
18.009444444444476,-0.002816429387321717,-0.28164293873217167,-0.3452724773712818,14467,-39.800689766503574
18.009722222222255,-0.002816429387321717,-0.3250236745748288,-0.4035614048515477,14469,-39.849736738487344
18.010000000000034,-0.003250236745748288,-0.3250236745748288,-0.4035614048515477,14469,-39.84454134855157
18.010277777777812,-0.003250236745748288,-0.3250236745748288,-0.4035614048515477,14470,-39.85011189413722
18.01055555555559,-0.003250236745748288,-0.3250236745748288,-0.4035614048515477,14473,-39.86190172476404
18.01083333333337,-0.003250236745748288,-0.36289850804400303,-0.44756688440810144,14473,-39.836471817664105
18.01111111111115,-0.0036289850804400304,-0.36289850804400303,-0.3758495788594215,14474,-39.77076504642049
18.011388888888927,-0.0036289850804400304,-0.36289850804400303,-0.3758495788594215,14475,-39.77223010102576
18.011666666666706,-0.0036289850804400304,-0.36289850804400303,-0.3758495788594215,14475,-39.753384750921136
18.011944444444485,-0.0036289850804400304,-0.3970335890044318,-0.3758495788594215,14477,-39.759563618594676
18.012222222222263,-0.003970335890044318,-0.3970335890044318,-0.3758495788594215,14477,-39.759563618594676
18.012500000000042,-0.003970335890044318,-0.3970335890044318,-0.3758495788594215,14477,-39.753501687476444
