PV_1,PV_2,PV_3,PV_4,PV_5,PV_6,PV_7,PV_8,PV_9,PV_10,Slack_10
0.12427335560761582,0.12657135488800014,1.2744767463144605e-11,0.1261227847832954,0.12369866801661188,0.11770663781538368,1.8137083037347897e-11,0.12665314516256235,0.12919073078474852,0.12578330317633915,1.9734561230327532e-08
0.05905988736486127,0.06607620458895098,1.694624036637103e-09,0.06594682311037123,0.06416630509559683,0.06119243050061308,2.0175312692661177e-09,0.06567953934237736,0.06485592953364168,0.5530218205233743,1.0562280579187258e-06
0.11363018092015004,0.11512461250688173,5.154818380043759e-10,0.11488565432305245,0.11166871562642487,0.10909569452498993,5.277942666872347e-10,0.11462076588766354,0.11719520004032127,0.20377830491800752,8.702092325918893e-07
0.07195194250148279,0.07429733742558578,4.204420329773791e-10,0.07416395892389095,0.07326634132301363,0.07132997552053948,4.758708593759951e-10,0.074448150343248,0.07453163973977658,0.486009737342024,9.159841257602139e-07
0.11566292442776277,0.11534528202254479,8.82396298830604e-11,0.11517880110800288,0.11164250216268132,0.11120674519084695,9.764920297022598e-11,0.1144084350173043,0.11813076418332827,0.19842398454900628,5.611526335656332e-07
0.07703865414683667,0.07961299854789769,6.974278914988032e-10,0.0794540252176434,0.07847225559420841,0.07612115986973828,7.90155462219318e-10,0.07982397648833084,0.07996894538482119,0.449506774944462,1.2083184782481004e-06
0.10304100591559912,0.103610852163328,1.3399594623116723e-10,0.10344562938693992,0.10076825065679372,0.09960210771985901,1.5007294963847662e-10,0.10303606928481639,0.1056583306199418,0.28083701093537033,7.430332826994523e-07
0.11812084311923995,0.1273848198484949,1.925243998935425e-11,0.12743627928223045,0.11867633872502466,0.12504276006146348,2.1511773788409453e-11,0.12321897338980613,0.1296754495548241,0.1304444943500572,4.1628094956978496e-08
0.12940705258670307,0.13948273106576747,6.033722146915297e-12,0.13941288524493772,0.12908465310153405,0.1362010562781324,6.6434507886489026e-12,0.13489901676173854,0.14145919878627267,0.05005339331737455,1.2844862172280479e-08
0.1246313325659277,0.13781343659473824,5.579891321158544e-12,0.13771424356068557,0.1296597213597367,0.1340725229603332,6.18937368721434e-12,0.1348421724267077,0.13891383261252416,0.06235273524795037,2.6596270876069577e-09
0.058230933289428466,0.1466378170284619,1.3397227182278655e-09,0.14627373120756718,0.13936385557843314,0.13958661441407857,1.5489594355341606e-09,0.1446919181636788,0.1339192461843607,0.09129560309282646,2.781524826019998e-07
0.07988089330134421,0.09026248947104885,1.864629089363835e-09,0.08944913790274371,0.08727607653477962,0.08194702501339338,2.0670606518059155e-09,0.0923938859991419,0.087415653501246,0.3913736914617038,1.142882908727981e-06
