PV_1,PV_2,PV_3,PV_4,PV_5,PV_6,PV_7,PV_8,PV_9,PV_10,Slack_10
0.11228457993961447,0.13151461135204826,1.2999122305347667e-11,0.13122323255873614,0.1262729284817433,0.11851845767301708,1.483529714351853e-11,0.1302154038003569,0.13197754176782456,0.11799319883974232,4.555908278955494e-08
0.14817204851476587,0.14493366748128242,3.3652348250714095e-09,0.14463294532841936,0.13621996222248603,0.13134624621510846,3.033197319383279e-09,0.14202726792396556,0.15266759306465033,7.758363976530967e-11,2.627733062392462e-07
0.12285864688314241,0.1257658717874685,2.826675417689655e-10,0.12538727561946786,0.12117111201077842,0.11906517929789028,2.7672614334179464e-10,0.12498588892334941,0.12780536348087576,0.13296003854497718,6.228926562912556e-07
0.10783993196040259,0.12826094976875488,1.631183450304093e-09,0.12794453748941909,0.12160395335459544,0.12308326061235249,1.8840842791646626e-09,0.12624203801980552,0.12495405036638865,0.1400705242599184,7.506530953467136e-07
0.11048040736759697,0.11110291177120292,5.641154280535714e-11,0.11090700514211178,0.10711160270866524,0.10670876878142489,5.942994552556146e-11,0.11014522598723675,0.11390910872917458,0.2296346266598086,3.427369367423096e-07
0.06980239270345154,0.07245362970545079,4.3262249066382026e-11,0.07231445912404275,0.07166488301341933,0.06997605814766353,4.358602648286043e-11,0.07265524968565014,0.072489536125945,0.4986436457508821,1.4565664654651456e-07
0.11523714770504666,0.13318229644927404,1.4722763280966454e-09,0.13295860775777074,0.1251781870714728,0.12851423093311518,1.7262594794926326e-09,0.13018798293104247,0.13171535315226726,0.10302519690604392,9.938954312461732e-07
0.1283548779116693,0.1496921485561309,8.912873794479142e-11,0.14873907037770565,0.1426740890454799,0.13078116754182087,9.273588224396609e-11,0.15018229412655032,0.14957618080962898,0.0,1.7144914945337073e-07
0.04380830672047233,0.0995099945184463,5.455663273702855e-10,0.09876169245807237,0.10491251056415524,0.09306533935235939,6.294889761844672e-10,0.10486004623098556,0.07967739363597846,0.3754041686997549,5.466447201804093e-07
0.1334977233086731,0.13212590254427858,7.08638538448873e-11,0.13200325691498493,0.125544656467804,0.1278716654046375,7.244114833400701e-11,0.12977222139341404,0.13701478789941474,0.08216938445102515,4.0147246292483e-07
0.08897307480621248,0.09286210026845045,2.9144069694907453e-10,0.09264298470612872,0.09129586892873871,0.08771369780054271,3.422797555963742e-10,0.09313758162605336,0.09349902166804423,0.35987460439208857,1.0651700201189828e-06
0.12360519153468993,0.1516151090907179,8.00998630736527e-11,0.15004579505566112,0.14093109774123844,0.12429644691657224,8.360481695392328e-11,0.15240268663569656,0.15710352594962698,0.0,1.46912092129971e-07
