0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.749593495934959275e+00,1.165096614231922700e+01,6.700000000000000000e+01,0.000000000000000000e+00
1.218722786647314926e+01,2.457448477083050875e+01,7.600000000000000000e+01,0.000000000000000000e+00
3.236956521739130466e+01,3.517587494761549038e+01,8.000000000000000000e+01,0.000000000000000000e+00
6.037232524964336733e+01,4.698348985258912336e+01,2.120000000000000000e+02,0.000000000000000000e+00
1.353380281690140805e+02,7.039710927798077478e+01,2.950000000000000000e+02,0.000000000000000000e+00
2.497730138713745305e+02,6.209660873416436999e+01,3.240000000000000000e+02,0.000000000000000000e+00
3.381564245810055809e+02,9.014818011611461657e+01,8.360000000000000000e+02,1.590000000000000000e+02
6.463386138613861931e+02,2.325238144267791540e+02,1.228000000000000000e+03,1.560000000000000000e+02
1.045988861386138524e+03,2.919682573853449412e+02,1.338000000000000000e+03,-1.072000000000000000e+03
6.446672325976230695e+02,7.188490834130561780e+02,1.548000000000000000e+03,-1.916000000000000000e+03
-3.040427098674521176e+02,8.696853258620525366e+02,1.604000000000000000e+03,-1.874000000000000000e+03
-7.398738955823292827e+02,5.379301458385967862e+02,1.118000000000000000e+03,-1.770000000000000000e+03
1.161045116844522454e+03,8.343912524002173541e+02,2.175000000000000000e+03,-1.277000000000000000e+03
