0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.749593495934959275e+00,1.165096614231922700e+01,0.000000000000000000e+00,6.700000000000000000e+01
1.218722786647314926e+01,2.457448477083050875e+01,0.000000000000000000e+00,7.600000000000000000e+01
3.463043478260869534e+01,3.684842764012384464e+01,0.000000000000000000e+00,1.160000000000000000e+02
9.965211459754434031e+01,4.905559310399441131e+01,0.000000000000000000e+00,2.520000000000000000e+02
1.720465444287729326e+02,7.009416047989408582e+01,4.000000000000000000e+01,3.040000000000000000e+02
2.532834645669291262e+02,5.949141405662408744e+01,4.000000000000000000e+01,3.280000000000000000e+02
4.061501746216530933e+02,1.512427140069208917e+02,1.590000000000000000e+02,9.160000000000000000e+02
7.600812064965197123e+02,1.878583940326624884e+02,1.570000000000000000e+02,1.202000000000000000e+03
8.990000000000000000e+02,3.293334166141324317e+02,-1.025000000000000000e+03,1.268000000000000000e+03
3.727080838323353191e+02,6.639164635548894466e+02,-1.972000000000000000e+03,1.359000000000000000e+03
-5.360397805212619460e+02,7.617093846094776382e+02,-1.914000000000000000e+03,1.379000000000000000e+03
-9.740478589420655453e+02,4.661824094537108181e+02,-1.935000000000000000e+03,7.000000000000000000e+02
7.615275346707957169e+02,8.439331877024211508e+02,-2.017000000000000000e+03,1.998000000000000000e+03
