time,ne
11.3,1406
11.316666666666668,1396
11.333333333333334,1393
11.350000000000001,1387
11.366666666666667,1382
11.383333333333335,1382
11.4,1376
11.416666666666668,1372
11.433333333333334,1365
11.450000000000001,1362
11.466666666666667,1360
11.483333333333334,1355
11.5,1345
11.516666666666667,1339
11.533333333333333,1336
11.55,1326
11.566666666666668,1317
11.583333333333334,1311
11.600000000000001,1301
11.616666666666667,1297
11.633333333333335,1292
11.65,1284
11.666666666666668,1280
11.683333333333334,1270
11.700000000000001,1262
11.716666666666667,1258
11.733333333333334,1257
11.75,1253
11.766666666666667,1253
11.783333333333333,1246
11.8,1247
11.816666666666668,1246
11.833333333333334,1247
11.850000000000001,1238
11.866666666666667,1238
11.883333333333335,1236
11.9,1237
11.916666666666668,1228
11.933333333333334,1225
11.950000000000001,1222
11.966666666666667,1220
11.983333333333334,1210
12.0,1204
12.016666666666667,1200
12.033333333333333,1201
12.05,1191
12.066666666666668,1183
12.083333333333334,1184
12.100000000000001,1178
12.116666666666667,1181
12.133333333333335,1178
12.15,1173
12.166666666666668,1166
12.183333333333334,1161
12.200000000000001,1158
12.216666666666667,1157
12.233333333333334,1155
12.25,1154
12.266666666666667,1149
12.283333333333333,1145
12.3,1141
12.316666666666668,1139
12.333333333333334,1138
12.350000000000001,1133
12.366666666666667,1126
12.383333333333335,1123
12.4,1118
12.416666666666668,1116
12.433333333333334,1110
12.450000000000001,1111
12.466666666666667,1107
12.483333333333334,1102
12.5,1104
12.516666666666667,1105
12.533333333333333,1102
12.55,1104
12.566666666666668,1102
12.583333333333334,1100
12.600000000000001,1099
12.616666666666667,1100
12.633333333333335,1100
12.65,1099
12.666666666666668,1104
12.683333333333334,1106
12.700000000000001,1100
12.716666666666667,1097
12.733333333333334,1093
12.75,1096
12.766666666666667,1095
12.783333333333333,1085
12.8,1078
12.816666666666668,1075
12.833333333333334,1073
12.850000000000001,1078
12.866666666666667,1078
12.883333333333335,1075
12.9,1076
12.916666666666668,1082
12.933333333333334,1077
12.950000000000001,1079
12.966666666666667,1076
12.983333333333334,1074
13.0,1077
13.016666666666667,1076
13.033333333333333,1073
13.05,1074
13.066666666666666,1069
13.083333333333334,1064
13.100000000000001,1062
13.116666666666667,1064
13.133333333333335,1063
13.15,1061
13.166666666666668,1059
13.183333333333334,1057
13.200000000000001,1057
13.216666666666667,1058
13.233333333333334,1058
13.25,1057
13.266666666666667,1055
13.283333333333333,1058
13.3,1061
13.316666666666666,1062
13.333333333333334,1063
13.350000000000001,1062
13.366666666666667,1059
13.383333333333335,1059
13.4,1060
13.416666666666668,1060
13.433333333333334,1062
13.450000000000001,1066
13.466666666666667,1061
13.483333333333334,1065
13.5,1070
13.516666666666667,1074
13.533333333333333,1080
13.55,1079
13.566666666666666,1081
13.583333333333334,1079
13.600000000000001,1088
13.616666666666667,1090
13.633333333333335,1091
13.65,1093
13.666666666666668,1094
13.683333333333334,1098
13.700000000000001,1104
13.716666666666667,1104
13.733333333333334,1102
13.75,1104
13.766666666666667,1102
13.783333333333333,1100
13.8,1098
13.816666666666666,1100
13.833333333333334,1104
13.850000000000001,1107
13.866666666666667,1106
13.883333333333335,1112
13.9,1111
13.916666666666668,1113
13.933333333333334,1112
13.950000000000001,1108
13.966666666666667,1108
13.983333333333334,1113
14.0,1116
14.016666666666667,1125
14.033333333333333,1124
14.05,1125
14.066666666666666,1125
14.083333333333334,1126
14.100000000000001,1128
14.116666666666667,1125
14.133333333333335,1124
14.15,1126
14.166666666666668,1123
14.183333333333334,1127
14.200000000000001,1130
14.216666666666667,1135
14.233333333333334,1135
14.25,1140
14.266666666666667,1142
14.283333333333333,1144
14.3,1148
14.316666666666666,1152
14.333333333333334,1159
14.350000000000001,1163
14.366666666666667,1164
14.383333333333335,1165
14.4,1166
14.416666666666668,1171
14.433333333333334,1174
14.450000000000001,1178
14.466666666666667,1180
14.483333333333334,1188
14.5,1198
14.516666666666667,1199
14.533333333333333,1199
14.55,1209
14.566666666666666,1214
14.583333333333334,1217
14.600000000000001,1218
14.616666666666667,1225
14.633333333333335,1233
14.65,1241
14.666666666666668,1247
14.683333333333334,1249
14.700000000000001,1260
14.716666666666667,1263
14.733333333333334,1272
14.75,1272
14.766666666666667,1278
14.783333333333333,1281
14.8,1287
14.816666666666666,1289
14.833333333333334,1296
14.850000000000001,1303
14.866666666666667,1310
14.883333333333335,1313
14.9,1314
14.916666666666668,1320
14.933333333333334,1335
14.950000000000001,1340
14.966666666666667,1347
14.983333333333334,1349
15.0,1358
15.016666666666667,1361
15.033333333333333,1365
15.05,1370
15.066666666666666,1371
15.083333333333334,1375
15.100000000000001,1374
15.116666666666667,1379
15.133333333333335,1385
15.15,1389
15.166666666666668,1401
15.183333333333334,1407
15.200000000000001,1410
15.216666666666667,1418
15.233333333333334,1424
15.25,1426
15.266666666666667,1434
15.283333333333333,1443
15.3,1453
15.316666666666666,1454
15.333333333333334,1458
15.350000000000001,1462
15.366666666666667,1468
15.383333333333335,1473
15.4,1480
15.416666666666668,1482
15.433333333333334,1487
15.450000000000001,1496
15.466666666666667,1500
15.483333333333334,1510
15.5,1519
15.516666666666667,1528
15.533333333333333,1535
15.55,1539
15.566666666666666,1551
15.583333333333334,1560
15.600000000000001,1570
15.616666666666667,1575
15.633333333333335,1584
15.65,1596
15.666666666666668,1601
15.683333333333334,1608
15.700000000000001,1613
15.716666666666667,1617
15.733333333333334,1624
15.75,1631
15.766666666666667,1639
15.783333333333333,1642
15.8,1649
15.816666666666666,1654
15.833333333333334,1663
15.850000000000001,1666
15.866666666666667,1670
15.883333333333335,1677
15.9,1683
15.916666666666668,1689
15.933333333333334,1696
15.950000000000001,1704
15.966666666666667,1710
15.983333333333334,1726
16.0,1729
16.016666666666666,1735
16.03333333333333,1743
16.049999999999997,1754
16.066666666666666,1759
16.083333333333332,1768
16.099999999999998,1774
16.116666666666667,1784
16.133333333333333,1788
16.15,1792
16.166666666666664,1800
16.183333333333334,1808
16.2,1819
16.216666666666665,1826
16.23333333333333,1840
16.25,1850
16.266666666666666,1863
16.28333333333333,1871
16.299999999999997,1876
16.316666666666666,1882
16.333333333333332,1888
16.349999999999998,1898
16.366666666666667,1901
16.383333333333333,1909
16.4,1920
16.416666666666664,1926
16.433333333333334,1938
16.45,1947
16.466666666666665,1958
16.48333333333333,1970
16.5,1980
16.516666666666666,1985
16.53333333333333,1990
16.549999999999997,2001
16.566666666666666,2004
16.583333333333332,2015
16.599999999999998,2015
16.616666666666667,2025
16.633333333333333,2035
16.65,2043
16.666666666666664,2053
16.683333333333334,2065
16.7,2074
16.716666666666665,2089
16.73333333333333,2098
16.75,2108
16.766666666666666,2119
16.78333333333333,2126
16.799999999999997,2127
16.816666666666666,2135
16.833333333333332,2144
16.849999999999998,2151
16.866666666666667,2164
16.883333333333333,2175
16.9,2181
16.916666666666664,2189
16.933333333333334,2198
16.95,2206
16.966666666666665,2220
16.98333333333333,2232
17.0,2240
17.016666666666666,2251
17.03333333333333,2265
17.049999999999997,2277
17.066666666666666,2289
17.083333333333332,2296
17.099999999999998,2308
17.116666666666667,2322
17.133333333333333,2329
17.15,2337
17.166666666666664,2346
17.183333333333334,2355
17.2,2365
17.216666666666665,2373
17.23333333333333,2390
17.25,2399
17.266666666666666,2405
17.28333333333333,2416
17.299999999999997,2428
17.316666666666666,2436
17.333333333333332,2449
17.349999999999998,2451
17.366666666666667,2461
17.383333333333333,2473
17.4,2487
17.416666666666664,2494
17.433333333333334,2508
17.45,2513
17.466666666666665,2522
17.48333333333333,2537
17.5,2549
17.516666666666666,2557
17.53333333333333,2570
17.549999999999997,2581
17.566666666666666,2590
17.583333333333332,2598
17.599999999999998,2607
17.616666666666667,2619
17.633333333333333,2627
17.65,2640
17.666666666666664,2650
17.683333333333334,2658
17.7,2675
17.716666666666665,2685
17.73333333333333,2694
17.75,2707
17.766666666666666,2717
17.78333333333333,2728
17.799999999999997,2737
17.816666666666666,2745
17.833333333333332,2755
17.849999999999998,2764
17.866666666666667,2777
17.883333333333333,2787
17.9,2795
17.916666666666664,2805
17.933333333333334,2820
17.95,2834
17.966666666666665,2845
17.98333333333333,2854
18.0,2863
18.016666666666666,2874
18.03333333333333,2880
18.049999999999997,2888
18.066666666666666,2900
18.083333333333332,2909
18.099999999999998,2919
18.116666666666667,2926
18.133333333333333,2935
18.15,2944
18.166666666666664,2953
18.183333333333334,2960
18.2,2971
18.216666666666665,2976
18.23333333333333,2987
18.25,3003
18.266666666666666,3016
18.28333333333333,3028
18.299999999999997,3040
18.316666666666666,3050
18.333333333333332,3056
18.349999999999998,3065
18.366666666666667,3074
